,Fetal_Brain_12,Fetal_Brain_4,Fetal_Brain_18,Fetal_Brain_16,Fetal_Brain_17,Fetal_Brain_15,Fetal_Brain_5,Fetal_Brain_13,Fetal_Brain_8,Fetal_Brain_9,Fetal_Brain_14,Fetal_Brain_1,Fetal_Brain_10,unassigned,Fetal_Brain_2,Fetal_Brain_3,Fetal_Brain_6,Fetal_Brain_7,Fetal_Brain_11
Rpl31,0,0,0.683922710003956,0,0.686342077811096,0.91180140938536,0,1.04800388693997,0,0,0,0,0,0,1.03032080203144,1.10430871470406,1.33883112258762,1.18439512433096,1.07663842038159
Rpl32,1.07259191606458,1.12226717481047,1.446371216441,0.897731817299747,1.14027418499221,1.46612404652192,1.1334437811987,1.25427209218493,1.06459354865824,0.998053399414523,0.83557932921302,0.749611626309847,1.16730121504413,0,1.59726699847777,1.74074778688581,1.90879926072597,1.88048582644752,1.70377377766517
Rpl36a,0,0,0,0,0,0.754938673313612,0,0.619089285201664,0,0,0,0,0,0,0.61585892876473,0.960754574431248,0.874944998972595,0.984166848505354,0
Rpl39,0.884622565058548,0,0.206617865674153,0,0.653124767144246,0.774980616448866,0,0.619089285201664,0,0,0,0,0,0,1.06460224216174,1.14142586833754,1.33679222212109,1.31168637720474,1.14603268269899
Rpl7,0,0,0.666952347567483,0,0,0.687549011386648,0,0.953204935839403,0,0,0,0,0,0,1.11400398658619,1.13798778651142,1.07740226751662,1.24352885646006,1.13571100637465
Rpl8,0,0,0.666952347567483,0,0,0.777044906826831,0,0.624343835892169,0,0,0,0,0,0,1.13684939644304,1.18470005686484,1.38900154106076,1.62128989544543,1.35879111609313
Rpl9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655370198792414,0.806267849132658,0
Rplp1,1.16728029001141,0,1.21590199641082,0,0.799420422502347,1.1334437811987,0,1.05089214990772,0,0,0,0,0,0,1.17029754138381,1.50490988626258,1.54930854735014,1.60498314055879,1.15773531349589
Rplp2,0,0,0.783736556717087,0,0.967208695011208,1.00218999818444,0,1.0004439137393,0,0,0,0,0,0,0.858780370150052,1.01686601654286,1.07008117096768,1.14661220792322,1.02091426762985
Rprm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630382944190428,0.725665362398144,0.851503707186559,0
Rps12,0,0,0.667663244654991,0,0,0.860975221814701,0,0.547768177765747,0,0,0,0,0,0,0.934294486993517,1.02433744844472,1.12226717481047,1.22857881742068,0.955575661714825
Rps13,0.63444434523877,0,0.804927325163685,0,0.778600530638647,0.957162946912691,0,0.812243088597882,0,0,0,0,0,0,1.12447033834846,1.19948356154398,1.38643483595169,1.56381266964912,1.30850315261324
Rps15a,1.11019933283802,0,0.836521467331286,0,0.91832033360516,0.955575661714825,0,1.0994782801947,0,0,0.838593634591276,0,0,0,1.5097634667963,1.67525593036535,1.80810100358655,1.82751999130538,1.57631917595399
Rps17,0,0,0.613962903358742,0,0.785415957497123,0.571642416864256,0,0.953204935839403,0,0,0,0,0,0,0.996538451290738,1.0356770921521,1.19157328266574,1.12280562103416,0.994382111402876
Rps18,0,1.07512946390078,0.807580985777748,0,0,1.00262751008663,0.927163635584741,1.00306541942534,0.986699609781857,0.897420655217446,0,0,0,0,0,0.831297882275775,0.866772144121702,0.990989876477529,0
Rps2,0.660468108065268,0,0.563061664593159,0,0,0.978306783488603,0,0.619089285201664,0,0,0.787537676204769,0,0,0,0.659359296837611,0.981646806324833,1.15537596098441,1.2822881126221,0.91978208897292
Rps20,0,0,0.206617865674153,0,0.749131158080822,0.784887356728047,0,0.813946802404244,0,0,0,0,0,0,0.935806831030659,1.00924550547498,1.15833502355764,1.12447380582082,1.0227356061896
Rps21,0,0,0.645604188887097,0,0.749131158080822,0.718753653415041,0,0.911082981508594,0,0,0,0,0,0,1.10857749241462,1.13798778651142,1.18626665221693,1.24043884748784,1.11564254006921
Rps24,0.913963733692638,0,0.951438232418888,0,0.75057445565531,1.17211526980062,0,1.0963041430167,0,0,0.667981429209947,0,0,0,1.15832737451405,1.22438245030533,1.57861780311601,1.65689753965191,1.41522938987269
Rps25,0,0,0.206617865674153,0,0,0.426296885636308,0,0,0,0,0,0,0,0,0.740625856288039,0.99827194696455,0.985012103081247,1.04656618766419,0.910365722157505
Rps26,1.01101639519366,0.710355032642542,1.08639076910264,0.646759627078085,1.05089214990772,1.42436459706437,0.877920578600338,1.60677516048253,0.803278801313672,0.766267839711668,0.816802687418195,0,1.05526170927625,0,1.81212310427279,1.97904670186515,2.24303824901493,2.2973265321237,1.99577843534466
Rps27a,0,0,0.944697911252798,0,0.799420422502347,1.03943762527722,0,0.897651571828171,0,0,0,0,0,0,1.0004439137393,1.07511749387384,1.29040388611053,1.37096535915664,1.02456372639178
Rps4x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94577885553866,0.973753766772075,1.0356770921521,0.760343732162736
Rps5,0.698609280573001,0,0.63134975923165,0,0,0.717432485073434,0,0.87526899598835,0,0,0,0,0,0,1.00614216134684,1.1397019822334,1.26630747071026,1.3596315453399,1.10911736942693
Rps8,0,0.742494890620671,0.913022529760944,0,0.653124767144246,1.09314914600528,0,1.00968213667064,0,0,0,0,0,0,1.08949461118726,1.17607565910243,1.18720831475246,1.35094540560796,1.14603268269899
Rps9,0.865470818737069,0.998707283032143,1.26609755881822,0,1.10107258327001,1.39645067463123,0.724536583671737,1.29037460872599,0.957958640802298,0,0,0.625339165312612,0.77342904905935,0,1.34400567696484,1.66917564685494,1.77693703209572,1.83399844000071,1.65753549537454
Rpsa,0.808857523691761,0,0.78637261408553,0,0,0.916863372096504,0,0,0,0,0.74769352399432,0,0,0,1.09788907483335,1.18470005686484,1.57861780311601,1.61641066940686,1.11564254006921
Rrm2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rtf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rtn1,1.00218999818444,0.829627877191938,0,1.70224382708665,0,0.571642416864256,1.18563201262637,0.591424472912246,0.736392316715081,1.80441840385282,0.916863372096504,1.76174531776966,1.73269510584828,0,2.38781344935769,2.16543992011353,0.972932075600221,1.04275356662244,2.25103900618246
Sae1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sap18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarnp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scg5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sdcbp,0,0,0.8281488265151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sdhb,0,0,0.202115832322192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sec11a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sec61g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenof,0,0,0.201841002922926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenoh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06361117551098,0,0
Selenok,0,0,0,0.849974020740401,0,0,0.69488243957155,0,0,0.910014660077879,0,0.857793403746438,0.91297312720405,0,0,0,0,0,0
Selenop,0,0,1.62772173177882,0,0,0.790742372913324,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serf2,0,0.672188623961354,0.225808942068195,0,0,0.555498784638785,0,0,0.680766319966104,0,0,0,0,0,0,0,0,0,0
Serp1,0,0,0.929432567135027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinh1,0,0,0,0,0.785415957497123,0,0,1.34319380972965,0,0,0,0,0,0,0,0,0,0,0
Sfr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sfxn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skp1a,0,0.727238942676013,0,0.71767993610334,0,0,0.53366410341806,0,0.807175576964014,0.990955434834549,0,0,0,0,0,0,0,0,0
Slc25a39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc25a5,0,1.25359224400416,1.3417887779151,0,0.947720348134364,1.36968893530919,1.09314914600528,0.751056819312914,0.939997627586349,0,0,0,0.958756395138149,0,1.02548034191617,1.02502203415397,1.49823300216661,1.61661230966622,1.03755380567218
Smarcb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smarce1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snca,0,0,0,0,0,0,0,0,0,0,1.11673790987279,0,0,0,0,0,0,0,0
Snrnp27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snrpb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snrpc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snrpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534859498297921,0,0
Snrpn,0,0,0,1.08109217836549,0,0,0,0,0,0.845737616942488,0,1.02182409165608,0,0,0,0,0,0,0
Snx3,0,0,1.1212489015484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sox11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sox4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sparc,0,0,0,0,0,0.397068763292084,0,1.15537469688222,0,0,0,0,0,0,0,0,0,0,0
Spc25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spcs2,0,0,0.726341069208529,0.350768116550681,0,0.556284012000979,0,0,0,0,0,0,0,0,0,0,0,0,0
Sra1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srsf10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srsf3,0,0,0,0,0,0,0,0,0.590535560482748,0,0,0,0,0,0.983325342856389,0.959154928285752,1.35588893259405,1.08079918178829,0.984166099965999
Srsf5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srsf7,0,1.06608979792089,0,0.560757209871154,0,0,0,0,1.04322675129432,0.189721010640178,0,0,0,0,0,0,0.662903091134659,0,0
Ssna1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stmn2,0,0,0,0,0,0,0,0,0,0.382412654980298,0,0.7891366902722,0.959556909021879,0,1.78106296684173,1.31574349646077,0,0,1.78558872160421
Stmn3,0,0,0,0,0,0,0,0,0,0,0,0,0.832885542020776,0,1.27458289346504,1.07058056655913,0,0,1.13571100637465
Stmn4,0,0,0,0.811160281280505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stub1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sumo1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Svbp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syt11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tagln3,0,0,0,1.12391581909732,0,0,1.07969432162741,0,0,1.11838548765781,0,1.0910563590652,1.0164734189606,0,0.824909759593825,0.894876366202093,0,0,1.03380744300573
Tbcc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tecr,0,1.01417883321978,0.42764994499112,1.11838548765781,0.705336410222332,0,1.12558283678735,0.87329111475471,0.912521008734989,1.15478896496823,0,1.22289974017539,1.09525035960241,0,0.952418073469147,0.794579109470809,0.773696215047172,0,0.833781412302444
Tfap2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thoc7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timm13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiprl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tm2d2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmbim6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmed10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmed2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmed9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmsb4x,1.69564431985386,2.04696890542119,3.98096065666092,2.22670260488394,1.2763978747945,4.28390463462895,2.51510020342079,2.23099617610943,2.24040991488034,2.88076860561225,1.75153671477313,2.37653001906209,2.42445147239012,0.986711686381102,3.08380728800845,3.67831793777269,2.86773402801284,3.00104094802012,3.21170302096993
Tmx1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonsl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpgs2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tra2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trappc4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trim35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trp53i11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsc22d1,0,0,0,1.12059211866816,0,0,0.53366410341806,1.0004439137393,0,0.999793173982714,0,1.03943762527722,0.867103224755414,0,0,0,0,0,0
Tsen34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsg101,0,0,0,0.191309211891216,0,0,0,0,0,0.622883251896284,0,0,0,0,0,0,0,0,0
Tspan13,0,0,0,0.71767993610334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ttc3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ttc9b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ttr,0,0,0,0,5.71920842494311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuba1b,0,0.814144542683992,0.767870723829947,0,0.75057445565531,0.556284012000979,0,0.55032073742443,1.02091426762985,0,0,0,0,0,0,0,1.37351207299296,0.953599379103115,0
Tubb2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05917251475791,0,0,0,0.618763855768077
Tubb2b,0.892117712593267,0,0,1.11293657739445,0,0,0,0,0,1.07311606453535,0.778081281075149,1.13457620335536,1.17336388291627,0,2.27992744505811,2.11665632103368,1.29974932534525,1.21831640048091,1.99577843534466
Tubb3,0,0,0,1.36485738945582,0,0,0.927163635584741,0,0,1.12485735638325,0,1.23633315063216,1.34403089613241,0,1.76763896392946,1.63980831768884,0.771400519179826,0.938851888803704,2.01915934431543
Tubb4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916911666789129,0,0
Tubb5,0.68116152663016,1.03334134881796,0.624519548006209,1.2059278094167,0,0.57108899634578,0.992664163980986,0.964373908994058,1.08534421567223,1.18255886053482,0.875930343019307,1.1831500006802,1.21697343637762,0,2.00459966614337,1.95808498878202,1.80124908528088,1.55098370236167,1.84687792622056
Txn2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Txnl4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrobp,0,0,1.44259762627418,0,0,1.63731001441578,0,0,0,0,0,0,0,0,0,0,0,0,0
U2af1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ube2c,0,0,0,0,0,0,0,0,0.723864478581998,0,0,0,0,0,0,0,1.05477005779639,0,0
Ube2d2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ube2e3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ube2l6,0,0,0,0,0,0,0,0,0,0,0.467286526778177,0,0,0,0,0,0,0,0
Uchl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983749833234322,1.02594121749549,0,0,0.784359484426333
Uchl3,0,0,0,0.765996089458038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uqcc2,0,0,0,0.749360604858408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uqcrb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676427724471511,0,0
Uqcrc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vbp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vdac3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vps29,0,0,0.201841002922926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vps72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vta1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vti1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wdr61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ybx1,0,1.01101966164077,0.435655312657396,0.273124055743997,0,0,0,0,0.96842890191896,0.942771907744974,0,0,0,0,0,0,0,0,0
Ypel3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ywhah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zc2hc1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zcrb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp706,0,0.722544381468153,0,0.703012267750841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zwint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
