,Fetal_Intestine_10,Fetal_Intestine_7,Fetal_Intestine_15,unassigned,Fetal_Intestine_18,Fetal_Intestine_17,Fetal_Intestine_3,Fetal_Intestine_12,Fetal_Intestine_8,Fetal_Intestine_9,Fetal_Intestine_11,Fetal_Intestine_14,Fetal_Intestine_1,Fetal_Intestine_20,Fetal_Intestine_2,Fetal_Intestine_16,Fetal_Intestine_4,Fetal_Intestine_6,Fetal_Intestine_13,Fetal_Intestine_5,Fetal_Intestine_19
Fus,0,0,0,0,0,0.44379913026172,0,0,0,0,0,0,0,0,0,0,0,0,0.689233421336899,0,0
Gal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gapdh,0.845854741421148,1.58336970440194,0.924856035206754,0,0.858314008033355,1.5017768450305,1.14866433258187,1.40764679015878,1.47832162089066,1.20875599281083,1.29644738542165,1.09960668927614,1.17076218085636,0.331458732053861,1.18377167833918,1.18644150489312,1.4260395872919,1.1254547819612,1.04917682286938,1.05084812366815,1.04255013679736
Gas5,0.759798737194855,1.01982887125313,0.633538587193836,0,0.533634343245171,1.16745832278756,0.963518495625798,0.949296949834902,0.834276752906348,0.444117685648781,1.00722416547939,0.960225333442034,1.05758577090114,0,1.09586764784951,0.92711289878689,1.0364166157609,0.993255023410531,1.01963236651122,1.09177396468926,1.03960343020182
Glrx3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669965215384617,0,0,0,0
Glrx5,0,0,0,0,1.24035896736968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gnas,1.00913898754107,1.02239071061713,0.951175858348009,0,0.11719909911021,0.673211183516682,1.23528327809664,1.08771256540368,0,0.665522048161965,1.54453404500641,1.2285041435186,1.26408977977218,2.28159515278438,1.62423452275292,0.820512719431876,1.1720832215786,1.47607873412277,1.74867092750131,2.02934946116928,2.59725393757025
Gng5,0.541684347546836,0.627788900209406,0,0,0,0.963781921027793,0,0.833759539257903,0.499813848981731,0,0,0,0,0.767030014363504,0,0,0,0,0,0,0.88425743828249
Gpc3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpx1,1.34804624636219,0.979324799776887,0.6693411585587,1.25126629988966,2.73366258923072,0.728628733150313,0,0.848568148987865,1.92111851201556,1.28673671210434,0.526506164406842,0,0,0,0,1.2925345717749,0,0,0,0,0
Gpx3,0,0,0,0,0,0,0.99423041619784,0,0,0,0,0,1.17076218085636,0.736659599603724,0,0,0,0,0,0,0
Gpx8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grn,0,0,0,0,0,0,0,0,0,1.01377483135889,0,0,0,0,0,0,0,0,0,0,0
Gsto1,0,0.780604758385611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gypa,0,0,0,0,1.02473729823355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H19,0.591061587037231,1.93517064560746,0.61418734085955,0,0,0.85749438077859,0,1.29927862548597,0,0,1.3018838473746,0,0,0,1.18727278045944,0,0,1.04172717437283,1.25429414530558,1.29221283919925,1.02715454766347
H1f0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2afv,0,0,0,0,0,0.334972547118404,0.96755245784502,0.716850045624757,0,0,0,0,0,0,0,0,0.701202293199053,0,1.06786429833402,0,0
H2afz,0.608250133903175,0.905395508486198,0.649444776136351,0,0.564189507504603,1.05023210948125,1.30463031277733,0.78193444917516,0.884414867480352,0.542115207944992,0,0,1.01455178556736,0,0.868057112916816,0.930048893314754,1.43110707577013,0.655860641303939,1.3210213140276,0,0.454547670473185
H3f3b,1.02239007462955,1.39908792433077,1.19134642550556,0,1.28899916711652,1.69532248131458,1.69141489751241,1.57762124793112,1.11304324449601,1.36600272778064,1.53359641865099,1.72405158076451,1.53634740813305,1.65567686250803,1.64278287080111,1.31913113344248,1.52747692198645,1.31160026469183,1.76809315220151,1.5617186487931,1.07335791207815
Hba-a2,6.28209228989708,2.20137299207964,5.83853892995629,7.06639081939374,4.49789565527225,1.82626060364962,2.45777678098234,2.15588959559634,2.26946516980436,2.55597623748298,2.81749256633207,2.75109109553179,2.69117428939974,2.63402556409448,2.9090316484907,2.31805705407081,2.48253582869247,2.84955456828981,2.6783238013858,2.79504184022932,2.68131412858338
Hba-x,1.16866700691239,0.988814011191551,5.13476450131769,2.11954731650021,0.971111370402081,0.819766679058609,1.14876864852241,1.09587721909199,0.947556936332062,1.13520181827568,1.27154919651934,1.19603291638562,1.25672790318911,1.21109595667703,1.37407122271314,1.05892474275969,1.10718650819658,1.26470741107212,1.21269937661744,1.30794052372909,1.2826096940013
Hbb-bh0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hbb-bh1,0,0,0.607233976576032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hbb-bt,6.3847061982966,2.29745106907028,4.60773622319646,7.00923572911385,5.4499391337833,2.06494304929187,2.59016065178374,2.31112102626128,2.44898864834027,2.65116786728794,2.91246633418807,2.85883195000614,2.89065926865774,2.63993517899158,3.08574213458135,2.46476740062712,2.56072492136695,2.90754186040091,2.65789123620274,2.87920144749581,3.01589413910637
Hes1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hint1,0.91282697968677,1.41266083661029,0.934916955546458,0,1.13619729541871,1.4798394750878,1.32647002883758,1.25795359382662,1.24346494332849,1.22933074014714,1.07968046255375,1.29449163053122,1.27656561677031,1.01871627445466,1.18727278045944,1.18810270295095,1.2623433108207,1.16762238122959,1.14412718727779,1.07220966869988,0.831615947660387
Hist1h2bc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hjurp,0,0,0,0,0,0,0.778463780870791,0,0,0,0,0,0,0,0,0,0,0,0.91911722862599,0,0
Hmgb1,0,0,0,0,0,0.606353534614265,0,0,0,0,0,0,0,0,0,0,0,0,0.699207261325943,0,0
Hmgn1,0.845854741421148,1.31764341366594,0.941047364757406,0,0.2658774286326,1.19727034779246,1.35696168740865,1.42124781976631,0,0.550880454349701,1.3018838473746,1.14789963565762,1.26408977977218,1.01871627445466,1.25611883724382,0.791027703087323,1.3089348331155,1.28417778523505,1.49884611435113,1.20428235018593,0.401906179851082
Hmgn2,0,0,0,0,0,0.496765208699156,0.907241313182135,0.62510183667083,0,0,0,0,0,0,0,0,0,0,0.870598274475567,0,0
Hmox1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hn1,0,0,0,0,0.2658774286326,0.126859308589055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hnrnpa2b1,0,0.523188355607063,0,0,0.23715307902352,0.611339827819884,0.881499645276142,0,0,0,0,0.804114851509853,0,0.656191197562007,0,0.71893511425654,0.969351387821049,0,0.756812466528426,0,0.401906179851082
Hnrnpc,0,0.579876619787176,0,0,0,0.718535178058726,0,0.482419498980925,0,0,0,0.659856147310697,0,0,0,0.61681550807165,0.770229483806894,0,0,0,0
Hnrnpk,0.58672739333689,0.746623299076179,0.693117121177778,0,0,0.725184302585113,0.951965887874941,0.891792611114036,0,0,0.718325574081749,1.07660949773752,0.901117219936455,0.826004171567054,0.84452459798599,0.69779170593908,1.03398257024591,0.791044555196318,0.939862678766903,0.685762928356713,0.763894273049584
Hsd3b6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsp90ab1,0.562248965804754,1.09449991593652,0.6592127187984,0,0.751626838167362,1.01966783009738,0.776440505568892,1.13373939210253,0.458250514757147,0.542115207944992,0.974840558890647,1.15472884979145,0.844256501678109,1.07298478346875,0.950300163182616,0.913611765762048,1.0347921516702,0.8689024044843,0.809136106139816,0.823616777751007,0.995052705150749
Hspa5,0,0,0,0,0,0.688670803736703,0.648503119939174,0,0,0,0,0,0.702111216456943,0,0,0,0,0,0,0,0
Hspa8,1.07264542288028,1.91036624600383,1.13651524745902,0,1.60123854782795,1.8040699811097,1.62529937039047,1.67932948304079,1.85423071792669,1.73053440792512,1.38336228055336,1.83088700802347,1.44906622809447,2.00031272928502,1.58697804798675,1.67145102186641,1.82755631735581,1.4515530921642,1.5515449071564,1.34101073314974,1.75313513865942
Hspe1,0.608250133903175,1.51068583304151,0,0,0.905075812331419,1.58080151817986,0.845944879842879,1.08861570143047,0.758943059796953,0,0,0,0.892089403371344,0,0.758307565907432,0.493207047654012,1.0988449418759,0.81601737074381,0,0,0
Id2,0,0.786233815205201,0,0,0,0,0,1.03663671981849,0,0,0,0,0,0,0,1.10984224158962,0,0,0,0,0
Id3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972657975350041,0,0,0.686964843300109,1.08230324211495
Idh2,0,0,0,0,0,0.734150169462954,0.67735136658894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifitm1,0,0,0,0,0,0,0.425094216936757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifitm2,0,0.58927486987086,0,0,0,0.475116893898405,0.568135850594661,0,0,0,0.89144244097562,0.995492853945317,0.54103935455852,0,0.880633248839469,0,0,0,0.795254041114637,0.963345049221373,0.401906179851082
Ifitm3,0,0,0,0,0,0.711627017595898,0,0,1.8229533237542,0,0,0,0,0,0.610020753559186,0,0,0,0,0,0.401906179851082
Ift20,0,0,0,0,0,0.317056785126705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917931589519646
Igfbp7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il11ra1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itm2a,0,0,0,0,0,0,0.796195727559518,0,0,0,1.21496751385721,0,0.83844904289338,0,0.78094683355959,0,0,0,0.982223662941844,1.64092225714221,0
Itm2b,0,0,0,0,0,0,0,0,0.980047848966199,1.76382986348752,0,0,0,0.949314650927102,0,1.03624685893763,0,0,0,0,1.07142666830103
Krt19,0,0,0,0,0,0,0,0.723736690067013,0,0,0,0,0,0,0,0,0,0,0,0,0
Krtcap2,0,0.547984971406519,0,0,0,0.849017009074641,0,0,0,0,0,0,0,0,0,0.62349391372592,0,0,0,0,0
Laptm4a,0,0,0,0,0,0,0.752829597379285,0,0,0,0.70759834733422,0,0.79057965222052,0,0,0,0,0,0,0.996994873701511,0
Ldha,0.730582426397272,1.83079826171925,0.6514544540028,0,0.661921584230445,1.23503084245118,0.91220328409384,1.34452180083592,1.22124188744921,0.950263877709082,0,0.815769620327779,1.05589273875276,0,0.918484624803865,1.29059691911706,1.06420059975501,0,0,0.688373356723062,1.07306815810242
Ldhb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lgals1,1.17497638418057,0,0.992172774094932,0,0.924871049023972,0,1.74846380348081,0,1.11969045994325,1.19873928432287,1.01342158260227,0.939091989123591,1.80978156223851,0,1.43071049661971,1.23902795695492,0.814853723297378,1.80663426223522,1.34946412475162,1.68967792385175,0
Lgals2,0,1.26039868580043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lgmn,0,0,0,0,0,0,0,0,0,1.16657972194135,0,0,0,0,0,0,0,0,0,0,0
Lmo4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lsm4,0,0,0,0,0,0.529347959718045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lsm6,0,0,0,0,0,0.490131066254403,0,0,0,0,0,0,0,0.331458732053861,0,0,0,0,0,0,0
Lsp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742642573917604,0,0,0
Lst1,0,0,0,0,0,0,0,0,0.957446442680133,0.91407790298522,0,0,0,0,0,0,0,0,0,0,0
Lum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78596370973511,0
Ly6e,0,0,0,0,0,0,0,0,1.6226428138052,0.992883164441457,0,0,0,0,0,1.24673192858479,0,0,0,0,0
Lyz2,0,0,0,0,0,0,0,0,1.8138463143826,1.13128179006868,0,0,0,0,0,0,0,0,0,0,0
Mab21l2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maged1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maged2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847790827364975,0
Map1lc3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcksl1,0.55650593808876,0.382307876360214,0,0,0,0.495228577393637,0.723342735181813,0.813866135526815,0,0,0,1.10555445488902,0.778235508763957,0.890340493723552,0.955039911639754,0,0.93524268898316,0.823524772328835,0.730187307077933,0,1.11683911626999
Mdk,0.757663233843052,1.12401328446278,0.709668567351383,0,0,0.696388632810342,1.04709651711373,1.13872071784623,0,0,1.06056244210889,0,1.16398163857118,1.14935671092713,1.18350258262854,0,0.807684497306903,0.81750758889802,1.1921583575644,1.21269965545406,0
Meg3,0.760012965053407,0,0.809718185100097,0,0,0.826326752597966,0.928401877464775,0.797012630290314,0,0,1.28163504742787,0.934168566315195,0.93919972092974,1.6841255238381,1.27530757118793,0,0,1.05504834347869,1.50420914357461,2.01532032300856,0
Mest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00673856132537
Mfap2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727433644912396,0.979360214498062,0
Mfap4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mif,0.866651801629942,2.06361357755784,0.976463375471601,0,0.711165503033237,1.76252666247928,1.31293879042849,1.97462886076053,1.02556082883587,0.996240349355931,1.43315918725313,1.41814984651499,1.35302284979093,0.335397106912691,1.25958056514491,1.02597807216526,1.86863523552568,1.17497638418057,1.1111592200192,1.20539856790858,0.401906179851082
Minos1,0.55650593808876,0.905395508486198,0.270412351040947,0,0.824536811575465,1.04124813744732,0.681599476239075,0.710230438795092,0.783672698986946,0.637668367943357,0,0.889268030717071,0.688181964731192,1.1683248051057,0.562409939993861,0.927433984229946,0,0,0,0,0.971470141436747
Mkrn1,0.518023209528357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mmp14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mmp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrfap1,0,0,0,0,0,0.47813772515686,0,0,0,0,0,0,0,0.736659599603724,0,0,0,0,0,0,0
Ms4a6c,0,0,0,0,0,0,0,0,0.947894430174546,0.765844207470516,0,0,0,0,0,0,0,0,0,0,0
mt-Co1,0.994372339163761,1.22874949227208,0.894952214435739,0,0.897679714611222,1.05972499820131,1.19106894905609,1.22060045415202,1.14512801675724,1.16762238122959,1.25795359382662,1.33025171042373,1.18350155431319,0.812562092061419,1.23371102731881,1.13030710652806,1.30628237399971,1.22124188744921,1.23871538350507,1.22124188744921,1.22626783493146
mt-Cytb,2.34779465921424,2.96217645985677,2.41177539750331,1.07923776739239,2.52836167402584,2.69512991320267,2.81055508429639,2.974383395888,2.45450223003137,2.62961086917818,2.96157978203455,2.96619934223006,2.94034763127674,3.11397726397987,2.9762629664323,2.78624878190525,2.92999102961982,3.11066369764531,2.91779686975786,2.95730661006701,3.18965081210219
mt-Nd1,1.925774614878,2.51783368427252,2.21292278085642,0.885587091519949,2.16192861004552,2.25405609496743,2.64318025216928,2.57869779495229,2.10572496497378,2.48633356781799,2.68841581505612,2.5133262021557,2.65005149182063,2.25547641761359,2.62769144324254,2.21528861028593,2.65301842791342,2.71633479037657,2.59253295777285,2.48253761622249,2.29431342196019
mt-Nd2,1.09086768575721,1.63028976804309,1.30199286447247,0,1.04917493292632,1.18604249790671,1.32647002883758,1.43609402970681,1.27909230962069,1.45404921881979,1.64173986966849,1.5641435684146,1.48649267715785,1.24002116776277,1.66310626127656,1.25140522570521,1.3252740425383,1.69665954374957,1.5910220410696,1.68620573061018,1.74858000627154
mt-Nd4,1.65957165566239,1.91433614981961,1.74418566270766,0,1.42131616193892,1.84764431886971,2.12866227309177,2.1046306998771,1.80394638065205,2.03699170273522,2.34226009024877,2.16253023426875,2.17462942594373,2.07821458222258,2.30418249872448,1.88874459914511,2.08992672819676,2.38812429279984,2.22555709679647,2.32273366805246,1.985320766113
mt-Nd5,0,0.527136274351208,0,0,0,0.126859308589055,0,0,0,0,0,0,0,0,0,0,0,0.580717078083867,0,0,0
mt-Rnr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mt-Rnr2,1.04254945914487,0,0.757241516556076,0,0,0.142060409545752,0.882371951441628,0,0,0,0.833094616504495,0.911336907278372,0.945201430214446,1.04447063971338,1.01611004233087,0.218652898573288,0,0.941857378277439,0.963693122754586,0.865822202912535,0
Mt1,0,0,0,0,1.91672690109141,1.4366083596212,0,0,0,0.631438144688054,0,0,0,0,0,0,0,0,0,0,0
Myl12a,0,0,0,0,0,0,0,0,0.587741396132885,0,0,0,0,0,0,0,0,0,0,0,0.31454856718393
Myl6,0.633796923323813,0.488762858757513,0,0,0,0,0,0.727831123965476,0.669468217141287,0.687133771648861,0.842399806065168,0,0,0.767030014363504,0.934272606731358,0.816447957045717,0,1.92941392628324,0.727041994832627,0.747073632695458,0.488221821710341
Myl9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982223662941844,0,0,3.00065752552704,0.928722483897149,0.689233603506988,0
Mylk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74943510069189,0,0,0
Naca,0.611810314567241,1.14789127249607,0.712686304804091,0,1.18217041008805,1.19003295524521,1.07923852601243,1.09483477649835,0.943860863178527,0.766715892597615,1.08012391837376,0.868763766846967,1.16242863271978,0.360994723122633,1.14213103820851,0.958409261454536,1.18242877445918,1.16242863271978,0.938537730433381,0.988084301761313,1.03483977415548
Ncl,0,0.669225460124226,0,0,0,0.808868281601838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufa11,0,0,0,0,0,0.503927428043079,0,0,0,0,0,0,0,0.692453455176494,0,0,0,0,0,0,0
Ndufa12,0,0.696536367396533,0,0,0,0.846049303755966,0,0.550897227962234,0,0,0,0.815769620327779,0,0,0,0,0.521318575041853,0,0,0,0.932926442537925
Ndufa13,0,0.743782922683284,0,0,0.574167979071926,0.717504166579366,0,0.735578668746117,0.579974551791482,0.737770018205369,0.830724967209632,0,0,0.767030014363504,0,0.830996732803428,0,0,0.573135979590956,0,0.911149192420915
Ndufa2,0.588504233134875,0.851498732462838,0.666098071448043,0,0.677174886145245,0.734150169462954,0.877739318365202,0.76273140068592,0.715489416370439,0.796667428746722,0.734601360162746,0.632372991687316,0.849608283594457,0.736659599603724,0.744476203753262,0.23310919777247,0.87515566301034,0.711346770899457,0.988811727908581,0.793400424923128,1.08230324211495
Ndufa4,0.652703261895909,0.986972660831238,0.669759645226452,0,0.936403724357955,0.977744121932151,0.967200164008895,0.986972660831238,0.770663742166113,0.737770018205369,1.02955905996614,0.981746780905304,1.00913898754107,1.0807989170478,1.00645641818782,0.856159302568992,1.02003547574132,1.1254547819612,0.951963867504716,0.881801880541913,1.28441822337794
Ndufa5,0.591061587037231,0.659216208503603,0,0,0.801201180768033,0.987902813937162,0.899599613756512,0.684707017581176,0,0,0,0.460922576625625,0.792909785029369,0,0.848295356201456,0,0.52866419003082,0.964392419643857,0.927429803613266,0.945537311899279,0
Ndufa6,0,0.730394035267269,0,0,0.609868639187696,0.683044163177419,0,0.612840119064224,0.440685214953862,0,0,0,0,0.335397106912691,0,0,0,0,0,0,0
Ndufb5,0,0,0,0,0,0.348453107108146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufb6,0,0,0,0,0.2658774286326,0.661818227830429,0,0,0,0,0,0,0,0,0,0,0,0.590292017745207,0.827076997516348,0,0
Ndufb9,0,0.804618341144937,0.602458580863164,0,0.819776091574565,0.85776852316408,0.614306184820013,0.659320918022817,0,0,0.624979120971227,0.846121806676715,0,0.666855838966552,0.71631446509084,0.23310919777247,0.698918782924055,0.911579588500909,0.58195891325455,0.722571356825826,0
Ndufc1,0,0.529595568770859,0,0,0.507645523814414,0.683044163177419,0.201950901150182,0.421424882760924,0,0,0,0,0,0.656191197562007,0,0,0,0,0,0,0.330973042520417
Ndufc2,0,0,0,0,0,0.494973694343223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufv3,0,0,0,0,0,0,0,0,0,0,0,0.790634508491728,0,0,0,0.306595452064013,0,0,0,0,0
Nedd8,0,0.757669355255027,0,0,0.589271737925876,0.718344832456297,0.874868036134567,0.713414442516656,0.561785110204385,0.580221846645693,0.855579694808138,0.975398462925553,0.824030313237383,0.656191197562007,0.868622776580637,0.767746648675675,0.870882437789416,0.88617380394567,0.698485095008254,0.815782596261214,0.879055473674959
Nhp2,0,0.583957194762269,0,0,0,0.74098963959177,0,0.410440236052888,0,0,0,0,0,0,0,0,0,0,0,0,0
Nkx2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nme1,0,1.01044949915741,0,0,0.857040537886809,1.18359436851761,0.565154217475472,0.870070115042461,0,0,0.70759834733422,0.983688768558423,0.713223708064175,0,0,0.663634559372516,1.08861570143047,0,0,0,0
Nnat,0.613190904128026,0,0.85776960963393,0,0,0,0.942524227466286,0,0,0,1.38385736841514,1.46244570558726,0.929370222762125,1.0021980086794,1.29318183420198,0,1.05127029949929,1.14914982537732,1.22009552964424,0,0
Nop10,0,0.625476046640436,0,0,0,0.808868281601838,0,0.507850472494062,0,0,0,0,0,0,0,0,0,0,0,0,0
Npc2,0,0,0,0,0,0,0,0,0.762809216770297,0.796667428746722,0,0,0,0,0,0,0,0,0,0,0
Npm1,0.909715090764027,1.67984632776574,0.978967144574096,0,1.16357710099457,1.64442980814025,1.25856013331911,1.54583055153385,1.04337309922188,1.02795237393812,1.28417778523505,1.23961567145824,1.33473387245084,0,1.31562022457939,1.21954621889064,1.71380914461128,1.20205863242163,1.22009552964424,1.24525631346653,1.50127672541475
Nrep,0,0,0,0,0,0,0,0,0,0,0.801782035829633,0,0,0,0,0,0,0.864971713146489,0,0.873471003874332,0
Nudt4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfml3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P4hb,0,0,0,0,0,0.691756106140012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pabpc1,0.597817415259478,0,0,0,0,0.476310108341664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645521609704347
Park7,0,0.560660019777436,0,0,0.705261635141989,0.717198412686501,0,0.518738398564259,0,0,0,0,0,0.320794090649317,0,0,0,0,0,0,0
Pclaf,0,0,0,0,0.455144326367321,0,0.727836306005596,0,0,0,0,0,0,0,0,0,0.248904792602034,0,0.827076997516348,0,0
Pcna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcolce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdap1,0,0,0,0,0,0.445904041115865,0,0,0,0,0,0.202308709114977,0,0,0,0,0.558410344675347,0,0,0,0
Pdcd5,0,0,0,0,0,0.399304835135046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdia6,0,0.521491377835994,0.470968033783255,0,0,0.80937223338089,0.972511875430027,0.490654252201144,0,0.677166436947385,0.802616018525391,0,1.05971005229808,0.360994723122633,0.616851693922785,0,0,0,0.598080384425589,0.946224430834872,0
Pdlim7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902335200899014,0,0,0
Pdzk1ip1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pebp1,0,0.71303804038943,0,0,0,1.02738837688905,0,0.724928908440163,0,0,0,0.813305934798425,0,0.767030014363504,0,0,0.809137310485045,0,0,0,0
Pf4,0,0,0,0,0,0,0,0,0,2.22992970504503,0,0,0,0,0,0,0,0,0,0,0
Pfdn5,0,0,0.234307679323524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pfn1,0.516064072200786,0.843725134427234,0,0,0,0.614877926792794,0,0.427059579951194,1.20651478563122,1.01689010426688,0,0,0,0,0,1.1055766216276,0,0.902335200899014,0,0,1.00140018240475
Phf5a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pkm,0.533836560086845,1.27577838871834,0.623140165518546,0,0,0.86276353935375,0.834019472025004,1.19188745308379,1.01299911469267,0.827076997516348,0.907346142959689,1.19711917700497,0.94319205502451,0.826004171567054,0.887356896409983,0.93230621728999,1.24885492872215,0.911579588500909,0.796667428746722,0,0.401906179851082
Plac8,0,0.592879913379583,0,0,0,0,0,0,0.878603381989597,0,0,0,0,0,0,0,0,0,0,0,0
Pnpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
