,unassigned,Neonatal-Skin_5,Neonatal-Skin_1,Neonatal-Skin_3,Neonatal-Skin_18,Neonatal-Skin_12,Neonatal-Skin_19,Neonatal-Skin_22,Neonatal-Skin_11,Neonatal-Skin_4,Neonatal-Skin_7,Neonatal-Skin_23,Neonatal-Skin_10,Neonatal-Skin_16,Neonatal-Skin_2,Neonatal-Skin_9,Neonatal-Skin_13,Neonatal-Skin_6,Neonatal-Skin_17,Neonatal-Skin_20,Neonatal-Skin_8,Neonatal-Skin_21,Neonatal-Skin_24,Neonatal-Skin_14,Neonatal-Skin_15
Rpl22,0.808103778327294,0.851668132737404,1.20738598631728,0.895355177727855,0.808335492183287,1.36234435577884,0.782769121799175,0.776297711751012,0.962555810297015,1.1848805078727,1.02346128882366,1.00306221576099,1.20525438039164,1.04767778601659,1.29077011247208,1.07762793338408,1.02346070889361,0,1.15260394976243,1.47453447388003,1.07746837543956,1.233602367711,0,1.01522271809571,1.25755340591165
Rpl22l1,0,0.490528170242384,0,0.810312657573167,0.617291692542407,1.1691969351292,0.760848104447805,0,0,1.02573056389169,0.865411631364714,0.928683820776095,0.95924513909438,0.401177448995301,0,0,0.880730512961458,0,0,0.976692591911422,0.781710980054274,0,0,0.366433960298374,0
Rpl27,1.0291550841413,0.961731566643198,1.22363104359641,1.09602581330747,0.82297309898309,1.45631563024171,0.906362854776077,0.668627136389813,0.901694001419021,1.17019555897801,1.10818033196292,0.854646673780636,1.25407151138505,0.953610736154055,1.14528110506682,1.03568908159304,0.880730512961458,0,1.00440848252194,1.48419720333341,1.14913921796936,1.20419155923265,0,0.72675507795081,1.251761602717
Rpl27a,1.18232092915337,1.33168380277943,1.29477602649783,0.938921173941129,1.32330070652686,1.42136642142063,1.12420234394642,1.15276821280299,0.717283815800546,1.25291542631125,1.18900049770183,1.1848576144021,1.10436624044988,1.0107596157245,1.40051907584748,0.952368978874877,0.970598959624148,0,0.935774648344722,1.05917608995431,1.1229488328399,1.3767774041418,0,1.09570126815622,1.25291542631125
Rpl28,1.38387983588678,1.16817509273918,1.40566857727236,1.01264691234287,0.885736699116953,1.45631563024171,0.43143135774819,1.0213587473121,0.933585277976516,1.36626938305858,1.25349573384145,0.98376926641188,1.30131384486207,1.35935952688603,1.47041672168899,1.30982388347868,0.967902461489409,1.48731462570695,1.07996314879961,1.55511584203542,1.22260029802988,1.05061215688046,1.19603648065121,1.19789991419523,1.45631563024171
Rpl29,0,0.421061264188393,0.989920222699367,0.72231219115117,0.764551782663402,1.21490984556443,0.928622778546057,0,0.795117587430907,0.948163249100243,1.02649478466434,0.895276811202008,0.876055711694655,1.12918440042394,1.02686957600936,0,0.708324511310247,0,0,0,1.04981806939946,0.932339515745204,0,0.799749547547158,1.33840566482199
Rpl3,1.39686496701535,0.816970677081066,1.54471936287856,1.26517576955355,0.910489257798411,2.03224588835213,1.26575830480048,0.297193746468345,1.29107147624257,1.4823250382056,1.55568178732346,1.38413955342209,1.36418840789171,1.51533985762222,1.43667712271637,1.66051326927093,1.32655329967874,1.44996700604919,1.7439536072926,1.48877939462136,1.77067961158755,1.88165512337972,0,1.42974297820748,1.88165512337972
Rpl36a,1.36975286663427,0.85201486721992,1.48177288378616,1.06476416617054,0.995588280786998,1.64265971043315,0.927390667450465,1.00281687567568,0.995588280786998,1.48315410865834,1.19871874606681,1.46926569486916,1.3831660481174,1.4500862794005,1.55799085911474,1.23248594283362,0.927390667450465,1.18951735763557,1.29102939949363,1.06997455314116,1.50429009707325,1.89728088192564,0,1.2627894246415,1.72790466101415
Rpl36al,0,0,0,0.488465489439715,0,0,0,0,0,0,0,0.238520966121365,0,0,0,0,0,0,0,0,0,0.941132810293715,0,0,0
Rpl39,1.48398418745347,1.12283870543355,1.89346571467134,1.2469819327718,1.23621571797309,1.92128328108069,1.66051326927093,1.24976580264849,1.62017486161487,1.80428332698499,1.42592174488941,1.79419683563977,1.77868105224181,1.263700249546,1.92502776644862,1.45631563024171,1.29477602649783,1.40566857727236,1.51423257779831,1.40477483282607,1.86817590825705,1.91466858355224,0,1.56967686582718,1.85443468658415
Rpl5,0.754756204190978,0.512451720124345,1.1269654010213,0.67067786461798,0,1.20525438039164,0,0,0.569713786229517,1.04902020242619,0.801226381370925,1.18316961928702,0.743256922983605,0.401177448995301,1.10883684433702,0.737832741394083,0.641483259155821,0,0.871453089428799,0.26838151741179,1.00198381078894,0.932339515745204,0.465238653906827,0.869936883063015,0.987811947742726
Rpl6,1.36557496773627,0.790518969945358,1.46919545217553,1.10994011305148,0.871973147976019,1.57622904721541,1.25291542631125,0.939178766688786,0.950099564033501,1.40788820351543,1.45314131814545,1.43370039640552,1.3200651189791,1.33534626780202,1.5809828964975,1.37395831853668,1.28984164177258,1.21167321758702,1.54444429179483,1.07446844188431,1.40720795252797,1.41759460954561,0.380015022330869,1.21817409022882,1.58768992396299
Rpl7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl9,1.07678793698378,1.31279227824553,1.33179317731814,1.41011709279972,0.862862865354962,1.45472283403175,0.928622778546057,0.756207294559333,0.950099564033501,1.23696454763648,1.32662052500165,0.947976770125202,1.32265223310767,1.39833055231525,1.46111869504807,1.07594930918514,0.967902461489409,0,1.2677292973784,1.34067543406571,1.36219869851518,1.89728088192564,0,0.863979191536377,1.33840566482199
Rps10,0.452796357751077,0.596064562384793,1.1978560112244,0.782993646890642,0,1.41272342286961,0.617024391864297,0,0.579188920280335,0.849815761507912,0.947204816562786,0.950362256837793,1.06928914100654,0,1.3083550351711,1.05141002696586,0.766625370393984,0,0.668858640666879,1.08092460143482,1.22260029802988,1.07427614547151,0,0.742782405861995,1.12788959308882
Rps18,1.47572853930482,1.34185054680028,1.91907258263106,1.56494883087658,1.07427614547151,2.4096037240922,1.48898594658638,1.21945592412687,1.29107147624257,1.92423995752733,1.59788944649748,1.73168664654849,1.76883023988417,1.43130386381089,2.11339503788848,1.58640745667621,1.29477602649783,1.20313071815067,1.53809074757243,2.09038660974386,1.90015875435291,1.50592675971746,0,1.3635056786557,2.04920363281975
Rps25,1.35456643635527,1.06909447282189,1.47572853930482,1.22034923879314,1.32330070652686,1.65839056381545,1.35867225353602,1.00281687567568,1.05541843142237,1.43899986360171,1.41083034793479,1.49676599523499,1.5330323847805,1.25750033972,1.59269062121548,1.47572853930482,0.952044089309081,1.21167321758702,1.3683953217935,1.46154536683509,1.43375971547077,1.21599279259524,0,1.21980158228711,2.00577919279676
Rps27l,0,1.13013312632503,0,0.917955314147152,0.888261866950254,0,0,0.707167997719188,0,0,0,0.556875401728065,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps28,1.2380895979146,1.16721498341346,1.45154853622411,1.08824498148878,1.23621571797309,1.69087737410063,1.02270641399231,0.885147607126535,1.06708819600849,1.44524472057613,1.46031850565142,1.52509689477079,1.35593208185167,0,1.56355434625268,1.15152381127514,0.952044089309081,0,1.38757629313202,1.34505281077149,1.36180822234812,2.06824189202375,0,1.05927074862523,1.58768992396299
Rps4x,1.33840566482199,0.723518889996321,1.49910031452391,1.06476416617054,0,1.69087737410063,1.2291494824082,0.371433389921468,0.947519626027604,1.52681902475649,1.25569402543178,1.81545278263528,1.41721861616974,1.18153817516087,1.56869123331133,1.30100092328839,1.23472093911015,1.3278591304288,1.14139285824493,1.26824058559777,1.64214555488626,1.22804157883076,0,1.16797135767946,1.76516767203466
Rps6,0,0.378457468026785,0,0.815707059993458,0,0.950746824203116,0,0,0,0,0.875806199975172,0.439652693636081,0,0,0,0,0,0,0,0.720392619441754,0,0.724249141247406,0,0,0
S100a1,0,0.611075088683195,0,0,0.632504880448264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100a10,0,0,1.03723908422673,0,0,0,1.52066038310657,0,0,1.12881537883209,1.03395292705199,1.92441257374479,1.42974120354357,0,1.16795794235753,1.37536630898774,1.46433666287009,0,0,1.12171257575916,2.20316121367646,0,0,0,0
S100a11,0,0,0,0,0,0,0,0,0,0,0,1.43370039640552,0.96992337490472,0,0,0,1.1593085911226,0,0,1.34067543406571,1.51545030186113,1.13067174862954,1.98473741170419,0.997016385647545,0
S100a6,1.4312753626476,0,1.53392452036208,0,0.525909927531205,0.702187607997215,1.35867225353602,0.297193746468345,0,1.56494822153287,0,1.44386159153148,1.42974120354357,1.50767871149305,1.69754867650451,2.709410606444,1.85534278254238,1.54290869758691,0,1.34070045586278,2.26469432912484,1.20419155923265,1.6253410172302,1.39097315199135,1.19159050526521
S100a8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78671956821177,0,0
Saa3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scp2,0,0.442629114966096,0,0.892219655710867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sdhb,0,1.30137656413262,0,0,0.871973147976019,0,0,1.02333525814651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sec61b,0,0,0,0,0,0,0,0,0,0,0,0.798870757552627,0,0,0,0,0,0,0,0.335576033221581,0,0,0,0,0
Sec61g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sec62,0,0.365866712977661,0,0.365839137941742,0.59737464604355,0,0,0,0,0,0,0.82233061824251,0,0,0,0.619438592503927,0.641483259155821,0,0,0,0,0,0,0,0
Selenof,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863026688333169,0,0,0,0,0,0,0,0,0,0,0
Selenop,0,0.398785932037804,0,0.636466161878942,0,0,1.98910504272808,0,0,0,0.246903407117566,1.50530303215664,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenow,0,0,0,0,0.350641106876168,0,0,0,0,0,0,0,0,0,0,0,0.66580680743116,0,0,0,0,0,0,0,0
Serbp1,0,0.595709915316304,0,0.811831022346326,0.350641106876168,1.14432483070352,0,0,0,0,0.528059665599123,0.230471310282229,0.885177559961252,0,0,0,0,0,0,0,0,1.07427614547151,0,0,0
Serf2,0,0.528110547497101,0,0,0,0,0.904022204059927,0.688487382529888,0,0,0,0.230471310282229,0,0,0,0,0.54807901921015,0,0,0,0,0,0,0,0
Serpinb1a,0,0,0,0,0,0,0,0,3.12532511117342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928933987632059,0,1.31748879810671,0,0,0,0,0,0,0,0
Serping1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinh1,0,0,1.25061003360515,0,0,0,0,0,0,0.877425335594529,0.794765386429699,0.699161204178919,0.595628450392803,0,1.02120647479091,0,1.54200510442548,0,0,0,1.18593526660837,0,0,0,0
Sertad1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sh3bgrl3,0,0,0,0,0,0,0.833695895053106,0,0.729282720963815,0,0,0.720469334980451,0,0,0,0,0,0,0,1.21114186046012,0,0,0,0,0
Sh3glb1,0,0.85952054946913,0,0.371274528737373,0.511440103502665,0,0.617024391864297,0.756207294559333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc25a3,0,0.26949439637517,0,0.541130308672205,0,0,0.817242818282767,0,0.410240500269274,0,0.554587908634481,0.271335037896955,0,0.417342475848617,0,0,0,0,0.286341957677822,0.787587135251545,0,0,0,0.882851828504366,0
Slc25a4,0,0.317976486959375,0,0,0.537974484328093,0,0,0,0,0,0,1.1114645317953,0.681454513713702,0.445684212484552,0,0,1.01745859406869,0,1.48738794730499,0,1.04902585769967,0,0,0.879268234226124,0.831724990218679
Slc25a5,1.25061003360515,1.60105164238811,1.03879393231504,2.24962712508973,1.27407789404212,1.92202147559141,1.37913615852468,1.02333525814651,1.3781916149565,0,1.23143993574691,1.36149331013259,1.1978560112244,1.45047407936581,1.01820541737845,1.13863344305144,0.72647750200028,1.40419301239233,1.49113748613473,1.27831360956361,1.09820843486305,1.91466858355224,1.74962313800584,1.48006450741577,0
Slc38a2,0,0,0,0,0,0,0,0,0.751148712949011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc3a2,0,0,0,0,0,0,0.606779840785753,0,1.53481779109146,0,0,0,0,0,0,0,0,0,1.39536746867878,1.21114186046012,0,0.724249141247406,0,0,0
Snhg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snhg5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snrpb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737832741394083,0,0,0,0,0,0,0,0,0
Snrpg,0,0,0,0,0,0.987811947742726,0,0,0,0,0,0.70786736039703,0.954649654911874,0.914670566090487,0,0,0,0,0,0,0,0,0,0,0
Sod2,0,0.576740677003479,0,0.537369296750646,0.432340582299952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Son,0,0.466498893431433,0,0.795790459144504,0,0.393399699508411,0.817242818282767,0.927825877487384,0.977066059435989,0,1.01722244816447,0,1.04981554973972,0.863026688333169,0.806947250462003,1.33973660880945,0,0,0,0,0.262858352047946,0,0,0.87903160215942,0
Sparc,3.13520859123619,1.04152680057698,3.89066598470516,1.44564262024387,1.36050564588291,1.41272342286961,1.48731462570695,1.62685540199386,1.36696455707537,3.85646137277318,2.66102340477858,1.6655096830058,3.13520859123619,3.95188499351138,3.81422893721624,2.18981859507123,4.81482054907927,3.2153557009023,1.49584524137897,1.0097830476027,3.53464855303768,1.3331100754892,2.09829217388489,3.20791917540714,2.82330277546781
Sparcl1,0,0,0,0,0,0,0,0,0,0,0.903564786531183,0,0,0,0,0,0,0,0,0,0,0,0,1.30132919705132,0
Sqstm1,0,0,0,0,0,0,1.0049442213328,0,1.3781916149565,0,0,0.209181383353852,0,0,0,0,0,0,0.465238653906827,0.976692591911422,0,0,1.04391466500297,0,0
Srgn,0,0,0,0,0,0,0.723509452409814,0,2.7067132290402,0,0,0,0,0,0,0,0,0,0,1.54908923523281,0,1.3767774041418,2.48573830228384,0,0
Srsf11,0,0,0,0,0,0,0,0,0,0,0,0.556875401728065,0,0,0,0,0,0,0,0,0,0,0,0,0
Srsf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srsf3,0,0,0,0,0,0.39863535080219,0,0,0,0,0,0.765147610395009,1.02801093302499,0,0,0,0,0,0,0,0,1.05061215688046,0,0,0
Ssr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stmn1,0,0,0,0,0,0,0,0,0,0,0,0,1.14005070220924,0,0,0,0,0,0,0,0,0,0,0,0
Sub1,0,0.116508857898194,0,0,0,0,0.430010334332436,0.33573460779772,1.27527591771882,0,0,0.303003038567485,0,0,0,0,0,0,1.10300391784787,0,0,1.05061215688046,0,0,0
Suclg1,0,0.797742295758196,0,0,0.486101223030336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swi5,0,0.37097631793526,0,0.326506632668509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404631856329334,0.26838151741179,0,0,0,0,0
Tagln2,0,0,0,0,0,0,1.0049442213328,0,0.74403846710225,0,1.15321865352696,1.47930645190976,1.10880972410184,0.445684212484552,0,0,0.641483259155821,0,0,0.913563489864808,1.15491628367073,0,0,0,0
Tceal9,0,0,0,0,0,0,0,0,0.79601492265596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tcf4,0,0,0,0,0,0,0,0,0,0,0,0.230471310282229,0,0,0,0,0,0,0,0,0,0,0,0,0
Thbs2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thy1,0,0,0,0,0,0,0,0,0,0,0,0.895276811202008,0,0,0,0,0,0,0,0,0,0,0,0,0
Timp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7224028066392,0,0,0,0,0,0,0,0
Tmed3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem258,0,0,0,0,0,0,0,0,0,0,0,0.209181383353852,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem50a,0,0.811325560736589,0,0.396127162782221,0.778024755546738,0,0.43143135774819,0.671469215595441,0.630125720363878,0,0,0.480516421250806,0,0,0,0,0,0,0.467417244800793,0,0,0,0,0,0
Tmem59,0,0,0,0,0,0,0,0,0,0,0,0.468992276403594,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmsb10,1.16423063971575,0,1.39395675660264,0,0.617291692542407,0.872786521453574,0.904022204059927,0,0.995588280786998,1.18745181320087,1.52470649000345,2.1536739542288,1.53036276562993,1.30000176735654,1.17901784842278,1.47901880044271,1.72250456881533,1.38102942767083,1.1708110639182,0.548230659767856,1.93116672754444,1.233602367711,1.05033643339583,1.33778395985427,1.32655329967874
Tmsb4x,1.29850331820559,0,1.43435438183103,0,0.778024755546738,1.34778220653,4.58530380900439,0.371433389921468,1.44524472057613,1.6232009142429,3.05570166924895,3.08450821460224,1.41721861616974,1.67255834866518,1.49995465447006,1.47572853930482,2.15384821118411,1.41609192628993,0,4.48453132617167,2.31967364218866,3.47513521222868,3.73840032677654,2.26049591762644,1.32655329967874
Tnfaip6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46657064734632,0
Tpm2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36722150547964,0
Tpm4,0,0,0,0,0,0,0,0,0,0,0,0.238520966121365,0,0,0,0,0,0,0,0,0,0,0,0,0
Tppp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596625006551973,0,0,0,0,0,0,0,0
Tpsb2,0,0,0,0,0,0,0,0,4.85767491734461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpst1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsc22d1,0,0,0,0,0,0,0,0,0,0,1.29047154943284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tspan3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tspo,0,1.25964141494978,0,1.4431696305249,0.910489257798411,0,0,0.985364023818807,0,0,0,0.230471310282229,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuba1a,0,0,0,0,0,0,0,0,0,0,0,0.271335037896955,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuba1b,0,0,0,0,0,0,0,0,0,0,0,0,1.54471936287856,0,0,0,0,0,0,0,0,0,0,0,0
Tubb5,0,0,0,0,0,0,0,0,0,0,0,0,1.49122073824437,0,0,0,0,0,0,0,0.768763591364832,0,0,0,0
Twist2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Txn1,0,0.544685848254533,0,0.372790609954044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Txnip,0,0.953097980871592,0,0,0.511440103502665,0,0,1.05010922220574,0,0,0,0.209181383353852,0,0,0,0,0,0,0,0,0,0,0,0,0
Ubc,0.864057367303055,0.550615409237467,0,1.23276491509899,0.59737464604355,0.574527332997013,1.19996001734252,0.33573460779772,1.40566857727236,0,1.56124891895798,0.947976770125202,0.954649654911874,0,0.847485685257886,1.08781592604447,0,0.553598206540063,0,1.16491339574571,0,1.07427614547151,1.371013662951,1.15827413437237,0
Ube2b,0,0.470708898492246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945594174886852,0,0,0.690973814007157,0,0,0,0,0,0
Ube2d3,0,0.513690209508971,0,0.65627947625773,0,0,1.03260351882507,0.33573460779772,0,0,0,0.271335037896955,0,0,0,0,0,0,0,0,0,0,0,0,0
Uqcr10,0,1.8795472934123,0,0.806034201833901,1.77128144426069,0,0,1.40646917962979,0,0,0,0.852102869557419,0,0,0,0,0,1.28251473660638,0,0.26838151741179,0,0,0.585097779489005,0,0.831724990218679
Uqcr11,0,1.51891126087009,0,0.503831057894249,1.49402450934987,0,0,1.38147834901767,0,0,0,0.524061329952475,0,0,0,0,0,0,0,0,0,0,0,0,0
Uqcrb,0,1.51008436513874,0,1.10688213659684,1.34374650635043,0,0.767458032300646,1.28941265919026,0,0,0,0.839500894973998,0,0,0,0,0,0,0.871453089428799,0,0,0,0,0,0
Uqcrfs1,0,1.14095314811393,0,0.719655086911753,0.995588280786998,0,0,1.07891496326402,0,0,0,0.720469334980451,0,0,0,0,0,0,0,0,0,0,0,0,0
Uqcrh,1.1593085911226,2.10584999408343,1.10348202011101,1.21464101994164,1.75028734286066,0.950746824203116,0.927390667450465,1.90712036904622,1.02648951495684,1.09298594536713,0.959617645532102,0.509856004018319,0.833695895053106,1.04767778601659,1.05824481371528,0.553383850348643,0,1.3781916149565,0.903266509754154,0.723330215949906,1.14393173706747,0.724249141247406,0,1.16922924616239,0.831724990218679
Uqcrq,0,1.78690147217333,0,0.854337461824401,1.58653560095231,0,0,1.3037826436874,0,0,0,0,0,0,0,0,0,1.13440380336756,0,0,0,0,0,0,0
Use1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usmg5,0,1.39262819035115,0,1.08017345276351,1.5250538635363,0,0.430010334332436,1.17371608760052,0.448971529011858,0,0,0.798870757552627,0.704629310617338,0,0,0,0.596625006551973,0,0.251763579624921,0,0,0,0,0,0
Vim,1.16621181330636,0,1.4823250382056,0,0,0,1.92745479723401,0,1.3781916149565,1.64265971043315,1.55522176785271,2.64048497164831,1.68977169319543,1.60320475782259,1.75729224052052,1.40937215807619,1.35684415422993,0,0.842659712176662,1.60142853093201,2.18185817036087,1.02270641399231,1.28035429631808,1.51328491427205,1.35116519200592
Wif1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wsb1,0,0,0,0,0,0,0,0,0,0,0.281156258481557,0,0,0,0,0,0,0,0,0,0,1.05061215688046,0,0,0
Xist,0,0,0,0,0,0,0,0,0,0,0,0.209181383353852,0,0,0,0,0,0,0,0,0,0,0,0,0
Ypel3,0,0.330153984491111,0,0,0.432340582299952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ywhab,0,0,0,0,0,0,0,0,0.826839360771808,0,0,0.994225626472735,0,0,0,0,0,0,0,0,0,0,1.24497540203803,0,0
Zfas1,0,0,0,0,0,0,0,0,0,0,0,0.209181383353852,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp36,0,0,0,0,0,0,0.782769121799175,0,0.78581925205786,0,0.835204882203177,0,0,0,0,0,0,0,0,1.01955131453662,0,0,0,0,0
