,Placenta_1,Placenta_3,Placenta_9,unassigned,Placenta_27,Placenta_6,Placenta_5,Placenta_19,Placenta_23,Placenta_15,Placenta_10,Placenta_11,Placenta_7,Placenta_22,Placenta_13,Placenta_25,Placenta_4,Placenta_2,Placenta_14,Placenta_16,Placenta_8,Placenta_26,Placenta_28,Placenta_12,Placenta_21,Placenta_17,Placenta_18,Placenta_24,Placenta_20
1500009L16Rik,0,0,0,0,0,0,1.06366967229913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600012P17Rik,1.71468028630974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700025G04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010204K13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20524514529766,0,0,0,0,0.86790864945783,0,0,0,0,0,0,0,0,0,0
3830417A13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942975706284759,0,0,0,0,0,0,0,0,0,0,0
4930486L24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63477284602205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA467197,0,0,0,0,0,0,0,1.29054292327897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acod1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acta2,0,0,0,0,0,0,0,0,0,0,0,1.21746276527572,0,4.25116993005599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actg2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89078207952342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ada,0,0,0,0,0,0,0.775568878686434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08101470306684,0,0,0
Adgre5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30106692552122,0,0,0,0,0,0,0,0,0,0
Aif1,0,0,0.865394075782497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alas2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alox5ap,0,0.753055783641017,0,0,1.29890128334407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27353960546997,0,0,0,1.94768909382221,0,0,0,0
Anxa1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730841336419592,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anxa2,0,1.64698760084191,0,0,1.12939453710537,0,1.77841863452501,1.31770299476563,0,0.582370784635115,0,1.23909893021932,1.68612815591694,0.999146447347411,0,1.60818874746709,0,0,0,0,0,0.803510240430972,0,1.21935615552626,1.1131808514068,0,0,0,0
Apoa1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86427454426205,0,0,0,0,0,0,0,0,0,0
Apoa2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35872655680228,0,0,0,0,0,0,0,0,0,0
Apoa4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66373639021857,0,0,0,0,0,0,0,0,0,0
Apoc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00809461656941,0,0,0,0,0,0,0,0,0,0
Apoe,0,1.40383672958837,3.81033650700599,1.14410831955582,1.55400383357863,0,0,0,0.365884845666389,0,0,0,0,0,0,0,1.47810010048782,0,2.40328601834408,1.26279490705016,0,0,0,0,0.908512829972024,0,1.34599431770625,1.43736769227631,2.11145396861968
Apom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3292594828039,0,0,0,0,0,0,0,0,0,0
Aprt,1.11635351215245,1.03197724884242,0,0,1.22412597959087,0,2.14124263445835,0,0.767790193481183,1.39779077117999,1.13926215065518,0,0,0,0.914512286700805,0.320072688349837,0,1.65861169859334,1.33477988310296,0,0,0,0.373224312972288,1.03208759353342,0.812464604855891,2.02779069523174,0,0,0
Aqp8,0,0,0,0,0,1.66012213319864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arg1,0,1.1135836273765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arhgap45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arhgdib,0,0,0,0,1.02041249553488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atf3,0,0,0,0,0.878856561905616,0,0,0,0,0,0,0,1.34128144728201,0,0,0,0,0,0,0,0.849979272796783,0,0,0,0,0,0,0,0
AW112010,0,0,0,0,0,0,0,1.30649424710921,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65119506649516,0,0,0,0,0,0,0
B2m,0,3.58909032369681,3.32064275090941,2.28144795873707,1.65495169219974,0.670861164970189,0,2.36531280790989,1.12598644274703,1.38211624899825,0.82910626738552,1.15447253937481,1.05276397877406,0.631988279546667,3.49574066503052,2.38927170993919,3.67632788474225,0,1.01198348092436,1.26933094169246,2.89363990843529,3.13192188900799,0,1.52448562152226,1.58086063895306,0,2.45516808988018,2.69297182775674,1.70372485048522
Bcl2a1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bex1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628287473404839,1.29000236463479,0,0,0,0,0,0,0,0,0,0
Bex2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33920031687966,0,0,0,0,0,0,0,0,0,0
Bex3,0,0,0,0,0,0,0.289610745125416,0,0.384083639972883,0,0,0,1.46945753406496,0,0,0,0,0,1.34187302941573,0,0,0,0,0,0,0,0,0,0
Bex4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51501699344683,0,0,0,0,0,0,0,0,0,0
Bglap3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blvrb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bst2,0,0.897597546136224,0.939096776892615,0,0,0,0,0,0,0.567939584713088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Btg2,0,0,0,0,0.312327519554097,0,0,0,0,0,0,0,0,0,0,0,0.882517439153623,0,0,0,0,0,0,0,0,0,1.39133554485444,0,0
C1qa,0,0,1.73325492172316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qb,0,0,2.22079697200329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qc,0,0,2.14542172767619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3ar1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cald1,0,0,0,0,0,0,0.482525570165162,0,0,0,0,0,0,1.41379611061295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calr,2.00677721439867,0.63049003030744,0,0,0.159569084396757,0.839892702231472,0,0.229327617993344,0.629874889427477,1.48555087478347,1.08735375112357,0.822496555716957,0.96887596125211,0.783602719115273,0,0.738546616568756,0,0,0,0,0,0,0,0,0,0,0,0,0
Capg,0,1.3635850577302,0,0,0.722950054805064,0,0,0,0,0,0,0,0,0,0,1.10845716871162,0,0,0,0,0,0,0,0,0,0,0,0,0
Car2,0,0,0,0,0,0,2.95015089036096,0,0,1.31861419896781,1.26234995391298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl2,0,1.11140811244757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl27a,0.951448295825157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl3,0,0,1.34081594987565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61057411288391,0,0,0,0
Ccl4,0,0,1.26987312902093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.817556254224,0,0,0,0
Ccl5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1357956459609,0,0,0,0,0,0,0
Ccl6,0,2.80192883651988,0,0.993794422082482,1.58174503306503,0,0,0,0,0,0,0,0,0,0,0,1.6329704004871,0,0,1.05751093580555,1.2830726133295,0,0,0,2.04038724845331,0,2.11656660641576,1.2830726133295,1.60628905601221
Ccl7,0,1.01680020770655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl9,0,1.48098854967609,0,0,1.13583595244142,0,0,0,0,0,0,0,0,0,0,0,0.699871031167938,0,0,0,0,0,0,0,3.16669240356346,0,0,0,0
Ccr2,0,0,0,0,0.840802033069382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccr7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21553606398409,0
Ccrl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd209a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd24a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71267660206773,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797124072774391,0,0,0,0,0
Cd36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83664723383822,0,0,0,0,0
Cd52,0,1.10964128799874,0,0,1.91611274285009,0,0,0,0,0,0,0,0,0,0,0,2.15723452334486,0,0,0,2.03149403728061,2.15299165669426,0,0,1.5385584687725,0,1.6329704004871,1.62047507749076,0.693137958882802
Cd53,0,0.500062316449982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908512829972024,0,0,0,0
Cd63,1.26260643648985,1.90274366873279,1.14536772996128,0,0,1.95373348634654,0,0,0,0,0,2.10357720115086,2.82386462290197,1.78030042315335,2.08155544255773,0.800703424767597,0,0,2.4513506277037,0,0,0.584591669094372,0,0,1.67939379101304,0,0,0,1.51755778799002
Cd68,0,1.53227596341388,0,0,0.550759919803678,0,0,0,0,0,0,0,0,0,0.558760268599028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4708880541268,0,0,0,0
Cd7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd74,0,0,0,0.704656777541188,0,0,0,0,0,0,0,0,0,0,0,0,2.58600283685512,0,0,0.522541503568746,4.84583929609092,0,0,0,0,0,1.099134766927,3.8301240287088,1.92381279354248
Cd81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787103818723122,0,0.701289046077778,0,0,0,0,0,0,0,0.817852767705844,0,0,0,0,0
Cd83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02671604815015,0
Cd9,0,1.12062147131759,0,0,0,0.922468334990997,0,0,0,1.86922731194826,1.41861349786655,0,1.24582289406488,0,0,1.45351975067182,0,0,0.582613218340743,0,0,0,1.78680841787258,0,1.37503515175503,0,0,0,0
Cdkn1a,0,0.888760777586864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701289046077778,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdkn1c,0,0,0,0,0,0,2.377204906158,0,0,3.42642759162271,3.20964698287891,1.28574985494786,0,0.54228283612751,0,0,0,2.88350823650256,1.75301484766954,0,0,0,0,4.17391182283746,0,0,0,0,0
Ceacam11,4.5993608139438,0,0,0.700072539423477,0.517684490497827,0,0,0,0,0,0,0,0,0,0,0,1.13666159849201,0,0,1.23017849014878,0,1.1357956459609,0.888758216612428,0,0,2.48687647522912,1.5385584687725,1.62047507749076,2.38150687584718
Ceacam12,3.7615813771724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876073274030344,0,0,0,1.65216442944379,0,0,1.56270283826726
Ceacam13,1.85130854520101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427260485852862,0,0,0
Ceacam14,4.2761627639882,0.482203997479151,0,1.15896788692689,0,0.745215550251421,0.289610745125416,0.624479050078981,0,0,0,0.696944882040092,0,0.544943391554298,0,0.320072688349837,1.14706125376797,0,0,1.51150032482478,1.14746934239551,1.29059296018266,0,0,0.908512829972024,2.42537379264813,1.59953762265623,1.67177011454167,2.4348999325155
Ceacam3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ceacam5,1.35672920891578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cfp,0,0,0,0,0.251458484377225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chil3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50571042100297,0,0,0,0,0,0,0,0,0,0,0,1.48683991695708
Cited1,0.431626062442565,0,0,0,0,1.34758559262839,0,0,0,0,0,0,0,0,0,0,0,0,0.610133813390376,0,0,0,0,0,0,1.19340701364965,0,0,0
Cited2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cldn5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914774990426337,0,0,0,0,0
Clec4a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec4a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec4d,0,0.645692899938745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec4e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec4n,0,1.1618544746487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clic1,0,1.10417093153144,1.19663331817684,0,1.36822778723594,0,0,0.711724414540609,0.687115535514266,0,0,0.8733784360432,0.661935462011067,0.892792772462723,0,1.10845716871162,1.08664143759403,0,0,0,1.0634300821724,0.918469288067532,1.02041249553488,1.40028625497321,1.35432783653661,0,0,0,0
Clps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54334872177976,0,0,0,0,0,0,1.44009782138896,0,0,0,0,0,0
Cmtm7,0,0,0,0,0,0.424093031939052,0,0,0,0,0,0,1.00516019985525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col1a1,0,0,0,0,0,0,0,0,0,0,0,2.46004678340481,0,1.47565297262499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col1a2,0,0,0,0,0,0,0,0,0,0,0,3.24912441194315,0,1.79037353309874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col3a1,0,0,0,0,0,0,0,0,0,0,0,2.39673188979462,0,1.46202823047147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col4a1,0,0,0,0,0,1.66614026163828,0,0,0,0,0,0,2.87569214799705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col4a2,0,0,0,0,0,2.33392330659418,0,0,0,0,0,0,3.54743999158303,0.337037690829851,0,0,0,0,0,0,0,0,0,1.17601236003213,0,0,0,0,0
Coro1a,0,0,0,0,1.81733881228737,0,0,0,0,0,0,0,0,0,0,0,1.61343749004128,0,0,0,1.51525869391657,1.16633310624857,0,0,1.53934862597741,0,0,1.21553606398409,0
Cotl1,0,1.06120830976819,1.0595984665566,0,1.36391841831976,0,0,0,0,1.24033613275512,0.936043775202699,0,0,0,0,0,1.15127690136039,0,0,0,0,0.570828386014626,0,0,1.03411705857344,0,0,0,0
Cpe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30786247678792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creg1,5.41145889762202,1.79325205040374,1.50324825450295,1.70669673715553,1.21994104530684,1.23391841308705,1.22707314852699,1.15397003671958,1.08134595607414,0.800673937564673,0.89740114795115,1.15511083284273,1.11397224153931,0.812685973896591,1.39857180588317,0.756950724934928,1.65582701569221,0.728528735728379,1.54970369843141,2.02565920261915,1.62047507749076,2.01542096146945,1.87060366938968,1.24582289406488,1.80836652482812,3.5396223188618,2.3743536741993,2.21772157450162,3.32876941935609
Crip1,0,1.41828252859143,0,0.526656466047299,0.937603274760796,1.00423316327482,0,0,0.483097257747285,0,0,1.38813622578346,1.53226897648315,2.69126402584431,0,0,1.8822802058462,0,1.68612877138813,0,2.59807760792048,1.27144159154984,0,1.56593169159144,1.46164330443795,0,0,1.2830726133295,0
Cryab,0,0,0,0,0,0,0,0,0,0,0,0,0.817019049054756,0.925693789435651,2.40178165869733,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Csf1r,0,0,0.91507915218989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Csf2ra,0,0,0,0,0.566919566020921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cst3,0,1.40459240225107,2.13953076850509,1.28360668394487,1.76463216555642,1.50965341618196,0,0.42374216345496,0.571832787571021,0.716240036447262,0.47642977159223,1.10348022845019,1.66047740519531,1.08913527855152,1.59439591921965,0,2.22196014029049,0.425778401714865,0.47159465790982,0,3.2455199688941,0,0,1.05276397877406,0.812464604855891,0,1.07874797227993,1.29167497293474,1.63839096009021
Cstb,1.14662714036673,1.15191932001531,0,0,0,0,0,0,0,0.785681391800974,0.395007972526713,0,0,0,0,0,0,0,1.043016068928,0,0,0,0,0,0,1.73387446497171,0,0,0
Ctla2a,1.39388029707723,0,0,0,0,0,0.387173142034644,0.898946676633567,0,0,0,0,0,0,6.05260364246038,0,0,0,0,1.08300128373403,0,0.803510240430972,3.81929172473981,1.07653150025754,0,1.02154818398389,0.987594746010718,0,1.63839096009021
Ctla2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39133554485444,0,0,0,0,0,0
Cts3,2.23417430507818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctsb,1.69487537926989,2.96596081837762,2.83540033728271,1.65861169859334,1.41566901280475,0.975433630635593,0.868450916023118,0.855401527965268,0,1.36172626421179,1.27885070976384,0,1.52526007143226,0,2.54648487820959,1.25035306667242,1.94925403981531,0.670998099537663,1.73367347799736,1.70229977731102,1.29059296018266,1.30040122640395,1.02041249553488,0,0,1.37096514808093,1.67557232756747,1.67177011454167,2.45063994436989
Ctsc,0,0,1.20937329151894,0,1.81736952762382,0,0,0,0,0,0,0,0,0,0,0.756950724934928,1.14621447764028,0,0,0,0,0,0,0,0,0,0,0,0
Ctsd,0,2.36657620676854,1.47383282755973,0.999443716809112,0.680989274847734,0.901191450382634,0.483383614579715,1.31571176106728,0,0.893490749920789,0.662623505613035,0,0,0,0.862357598617503,0.824373813578768,0,0.453055150779516,0.654777433734007,0.894343667786355,0,0.918469288067532,0.475909107459743,0,0,0,1.63477284602205,0,1.65985137584152
Ctsh,0,0.814528545132497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749198609385809,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctsj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctsk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73552393862034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
