,Placenta_1,Placenta_3,Placenta_9,unassigned,Placenta_27,Placenta_6,Placenta_5,Placenta_19,Placenta_23,Placenta_15,Placenta_10,Placenta_11,Placenta_7,Placenta_22,Placenta_13,Placenta_25,Placenta_4,Placenta_2,Placenta_14,Placenta_16,Placenta_8,Placenta_26,Placenta_28,Placenta_12,Placenta_21,Placenta_17,Placenta_18,Placenta_24,Placenta_20
Il1rn,0,0.497396248975163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irf7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irf8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isg15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08620569296968,0,0
Isg20,1.11595589208884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70779910959716,0,0,0
Itgb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itgb7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itm2a,0,0,0,0,0,0,0,0,0,0.482978089739173,0,1.90105554733809,0,1.72546274983335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itm2b,0,1.40211432977638,2.25751560996006,0,1.33054658083676,0,0,0,0,0,0,1.09029208917866,0.813288805385144,0.500195734014475,0.717824697845905,1.42521928102052,1.60732365894924,0,0.848494745093233,0,1.17779046082643,0.999443716809112,1.44009782138896,0.931918895924456,2.04038724845331,0,0,0,0
Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junb,0,0,0,0,0.598602870852907,0,0,0,0,0,0,0,0,0,0,0,1.04630223073393,0,0,0,0,0,0.598602870852907,0,1.3888007725783,0,1.52448562152226,0,0
Kdelr3,0,0,0,0,0,0.749919962558534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krt18,1.12356187996405,0,0,0,0,0,1.32850133437085,0,0,2.58862873309657,2.0174901888155,0,1.50464658458741,0,0,2.13891091540866,0,1.47053014083904,1.18655639034667,0,0,0,0,0,0,1.59838691596446,0,0,0
Krt19,0,0,0,0,0,0,0.592484631532128,0,0,1.3919489647415,1.07801657563114,0,0,0,0,1.72783285250133,0,1.35432783653661,0,0,0,0,0,0,0,0,0,0,0
Krt8,1.27670047959064,0,0,0,0,0.958020965454951,1.75166416076974,0,0,2.73743107817957,2.27009909256048,0,1.61518425006273,0,0,2.43842489512879,0,2.02415139524475,1.34146053851545,0,0,0,0,0,0,1.19512713942151,0,0,0
Lama1,0,0,0,0,0,1.09836531153117,0,0,0,0,0,0,0.866096866154438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamb1,0,0,0,0,0,0.931652610082762,0,0,0,0,0,0,0.858651423105648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laptm5,0,0,0.939096776892615,0,1.05104410369228,0,0,0,0,0,0,0,0,0,0,0,0.949602925325019,0,0,0,0,0,0,0,0,0,0,0,0
Lat2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lcn2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13356965167313,0,0,0,0,0,0,0,0,0,0,0,0,0
Ldoc1,0,0,0,0,0,0,1.05842460784825,0,0,1.58230966779839,1.53201050898922,0,0,0,0,0,0,1.55453214216277,0,0,0,0,0,0,0,0,0,0,0
Lgals1,1.32334785977224,2.00603600022809,1.76494968746278,1.50917474030651,1.69097806362659,0,3.23121495755961,1.57772905273761,1.64856402648596,2.70807895241641,2.64515685719622,2.73357550237922,0,2.26829772635318,1.29384481112596,0,0,2.57185888995178,0.718216790221468,1.06552881152747,1.25491836574178,1.30814057522884,0.888758216612428,1.0013416846412,1.92741613008342,1.57829140381718,1.45252362029043,1.21553606398409,2.24275416558133
Lgals3,1.41460527712789,3.54890029415382,0,1.55130842296056,2.09165347198448,0,1.9366109028948,2.30628850286154,0,1.20586980895756,1.03285217481893,0,0,0,2.75532694898882,0.7061984936922,1.75500548254518,0.835337634358917,0,1.30846802715781,1.61167813429406,1.45113151932277,0,0,1.4708880541268,1.728897095216,1.56102380909279,0,2.24718116452501
Lgals3bp,0,0.511539676049894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lgals9,0,0,0,0,0,0,2.13625339900968,0,0,1.22986760601872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lgmn,0,0.504033767401943,1.20282983572198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilr4b,0,0.839221615697378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79714309667724,0,0,0,0
Lilrb4a,0,1.4048086310245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20096931446445,0,1.33311838772329,0,0
Lpl,0,1.80226087149834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lrpap1,0,0,0,0,0,1.05525360900486,0,0,0,0,0,0,1.66798699373602,0,0,0,0,0,1.01230232002155,0,0,0,0,0,0,0,0,0,0
Lsp1,0,0,0,0,0.812270854872422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25695877575924,0,0,0,0,0,0,0,0
Lst1,0,0,0.87070404114628,0,0.81859014984807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lum,0,0,0,0,0,0,0,0,0,0,0,1.75008770113721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly6a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15637650406102,2.84539477806386,0,0,0,0,0,0,0,0,0,0,0,1.29167497293474,0
Ly6c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08155544255773,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly6c2,0,0,0,0,1.17820081930398,0,0,0,0,0,0,0,0,0,0,0,3.4500825420852,0,0,0.310770627943002,1.16546149348791,1.1357956459609,0,0,0,0,0,0,1.69784453266798
Ly6e,0,2.06197044927953,1.60993135789509,1.35193556173883,2.28631233053937,0,0,0,0.778763476002662,0.515243120386204,0,0,0,0,0,2.96506185120915,2.87396413723024,0,0,0,2.25092111912102,1.6670441783313,0,0,1.51424099052279,0,1.62224719397543,2.2833889327374,1.61468961082831
Ly6i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyz2,0.708679603047644,3.83827152018343,1.87898501624805,2.39158710204036,4.63633348987751,1.1904044973613,0,1.19460947524599,0.568432342606642,0,0,0.718259412640602,0.743661882364879,0,0.881881168844771,0,5.07212574200536,0,0,2.39712775743057,2.07843952486594,1.65119506649516,1.11635351215245,0,1.94858163602691,1.55871655069506,2.87108653649785,2.85285543432105,3.87908590077183
Maf,0,0,0.800647200255089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maged2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53371134794737,0,0,0,0,0
Malat1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861427970061596,0,0,0,0,0,0
Mcpt8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meg3,0,0,0,0,0,0.904930760800538,0,0,0,0,0,1.74091498109466,0,0.658086339589703,0,0,0,0,0.847599504036467,0,0,0,0,2.07224022691239,0,0,0,0,0
Mest,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783602719115273,0,0,0,0,0,0,0,0,0,1.69748657563465,0,0,0,0,0
Mfap5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfge8,0,0,0,0,0,0,0,0,0,1.53713538567562,0.98759833743991,0,1.66234776891797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mgst1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855992375207219,0,0,0,0,0,0,0,0,0,0
Mmp12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mmp8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mndal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mpeg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrps6,0,0,0,0,0,0,0,0,0,1.57011232423979,1.04683876008248,0,0,0,0,0.470285026325216,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a4c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47103936753198,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a6b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923839643433958,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a6c,0,0,0.890546986646457,0,0.917884665495491,0,0,0,0,0,0,0,0,0,0,0,1.52992877990096,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a6d,0,0.414948965929399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Msn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Msrb1,0,0.626238681030701,0,0,0.78630068965387,0,0,0,0,0,0,0,0,0,0,0,1.40610643545459,0,0,0,0,0,0,0,0,0,1.53226897648315,0,0
mt-Co1,0,1.06020774755388,1.59617848611404,1.25593769034496,1.77317575694791,2.25690033135659,1.55453214216277,1.23430670268622,1.4190069774128,2.48585422955441,2.62691734647263,1.5651909313003,1.59525034366662,1.4704594072666,0.944096346862459,1.49005848984147,1.23934572502178,2.24904555946524,2.6313769212215,0,1.39515643534623,1.57418715193421,1.4346487325006,1.63477284602205,1.64751420623532,0,1.45252362029043,1.68131179159282,1.49791962303448
mt-Cytb,0,1.10030255767723,2.15472170655382,1.478086249496,1.95589715017082,2.88304395027009,1.698795534512,0.846458394207437,2.65820562126133,3.17304774637387,3.442384721904,2.61882907315325,2.0640412360911,2.77492565572422,1.79048399045717,1.61811888673766,1.26158116608033,3.05697878422992,3.42196834845355,0.423414759459122,1.48390014739092,1.80656016610747,1.21935615552626,2.66700373346415,1.4708880541268,0,1.099134766927,2.05541216896375,1.64203576784571
mt-Nd1,0.819944727364316,1.36126235453991,2.35497460810873,1.60298575092896,2.07838117479742,2.47491318986717,2.08259650782652,1.55792059411207,2.91983472725373,3.08627466480661,3.18817401987635,2.69030085333748,1.69227310293238,2.94495658728587,1.36887448813732,1.62937864507748,1.52062663325898,2.9987663264935,3.68306123684634,1.27426350488351,1.66047740519531,1.9366109028948,1.21935615552626,2.79777396165836,1.64751420623532,1.13618941075126,1.56102380909279,2.41208298743996,1.66903121088911
mt-Nd4,0,0.790208727641258,1.57004799546768,1.32163952023817,1.70747431417366,2.3750680404238,1.39133554485444,1.09432785934491,1.90507182301496,2.25481813736214,2.43045684023007,2.09478623520934,1.67939379101304,2.20015863398693,1.14327129725085,1.6411161851798,1.28450460888613,2.26988470360137,2.95200096344828,1.02988314624473,1.37133162492044,1.65119506649516,1.11635351215245,1.94324041494899,1.26415608382961,0,1.34599431770625,1.59781967194302,1.51525869391657
mt-Rnr2,0,0,0,0,0.65692876302243,0.749555596257241,0,0,0.870818184689926,1.20647047577259,1.14573695050378,1.3697008878695,0,0.892792772462723,0.622018246118171,1.23983656994272,0,0.872403764247395,2.09736415738822,1.12644197767856,0,1.1357956459609,1.65027314583888,1.34955232965069,0.812464604855891,0,1.53226897648315,1.24282208306067,0
Mt1,0,2.46628693129384,1.16813643196928,1.28094105536215,0.690579674013903,1.0107690893187,1.34599431770625,3.10037040498773,1.05206084141477,0,0,0,1.07505913710892,0,4.35020010014874,2.58680207971015,0.997005330808196,0.456219983528033,3.4473387980433,1.65137991987904,1.04716619528334,0,1.03751805557871,0.877517843993912,0,1.05495045958313,1.34599431770625,1.37256375031359,2.28857170241618
Mt2,0,1.10987930980252,0,0,0,0,2.13459639198371,2.08712628350201,0,0,0,0,0,0,3.36429376464627,0.826500222080497,0,0.418904042645195,2.36532982057568,0,0,0,0,0,0,0,0,0,0
Myl9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81127791000755,0,0,0,0,0,0,0,0,1.41989086803049,0,0,0,0,0,0
Mylk,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97535638098867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Napsa,0,0,0,0,0.528223239384929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ncf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neat1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nfkbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6456805756012,0,0,0,0
Nid1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nnat,0,0,0,0,0,0,0,0,0,0,0,0.82145604068478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Npm1,0,0,0,0,0.753117444079272,0,1.25593769034496,0,2.28232972843432,1.49158123880425,1.71281839598142,1.1508834422264,0,0.772328120686961,0,0.581868829507669,0,1.65675063018539,0,0,0,0,0,0.797124072774391,0,0,0,0,0
Nr4a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nupr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oasl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63477284602205,0,0,0,0
P3h4,0,0,0,0,0,0,0,0,0,0,0,0,1.01614576911702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P4ha2,0,0,0,0,0,0,0,0,0,0,0,0,1.25390079714522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P4hb,1.84300800392457,0.621868939807644,0,0,0.598602870852907,1.72276424403005,0.592484631532128,0,0,0.703180175546137,0.565049020621172,1.39379013233789,2.11224940880959,0.404592437144371,1.19865432721667,0.7061984936922,0,0.683482145476216,1.24986964102763,0,0,0,0,0,0,0,0,0,0
Pappa2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcolce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdlim1,0.824161790633449,0,0,0,0,0,0,0,0,0.747903361967394,0,0,1.65304233279108,0,0,1.10845716871162,0,0,0,0,0,0,0.861427970061596,0,0,1.55817652637988,0,0,0
Pdpn,0,0,0,0,0,1.21174121934735,0,0,0,0,0,0,0.990064948626972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pf4,0,0,3.12966186455636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11284247845574,0,0,0,0,0,0
Pga5,0,0,0,0,0,3.24426571850735,0,0,0,0,0,0,2.55191141630169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49644101529565
Pglyrp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phf11a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phf11b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phf11d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phlda2,0,0,0,0,0,0,0,0,0,1.3787250363994,1.91091053412062,0,0,0,0,0,0,0,0.646672401790694,0,0,0,0,0,0,0,0,0,0
Pim1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36398846731896,0,0,0,1.08620569296968,0,0
Pla2g7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plac1,0,0,0,0,0,0,0.819525456828892,0,0,0,0,0,0,0,0,0,0,0.77669331447657,0,0,0,0,0,0.805527499121756,0,0,0,0,0
Plac8,0,0,0,0,1.51658955230301,0,2.88124453282615,1.38575726633272,0,0,0,0,0,0,0,0.756594797998188,3.39246863236088,0,0,0,2.25154713676802,0,0,0,1.94858163602691,0,1.33311838772329,1.9939709960364,1.51755778799002
Plbd1,0,0,0,0,0,0,0,0,0,0.411050032274675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pld4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25288497976906,0,0,0,0,0,0
Plod2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plod3,0,0,0,0,0,0,0,0,0,0,0,0,1.30040122640395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plvap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56593169159144,0,0,0,0,0
Pmaip1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pnoc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prap1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00269735781106,0,0,0,0,0,0,0,0,0,0,0,0,0
Prdx1,0,2.40097030576433,1.4469853565231,1.10222392053235,0.92038846707856,0.260214257295501,0.747806540861279,0,1.12842202160247,1.02860435686196,1.34034315530308,1.06417410821076,0,1.18077910831557,1.698795534512,1.06032564073097,0,1.48976397536858,1.39540332121038,0,0,0.584591669094372,0.598602870852907,1.22707314852699,0,0,0,1.02671604815015,0
Prdx5,0,0.677436102145439,0,0,1.16437429066173,0,0,0,0,0.963377145456907,0.6057745957738,0,0,1.04044236423425,0,1.04855980901152,1.49716503467971,0,0,0,0,0,0,0,0,0,0,0,0
Prdx6,0,1.3555832765914,0,0,0,0,0,0,0.864846738660453,0,0,0,0,0,0,0.320072688349837,0,0,0,0,0,0,0,0,0,0,0,0,0
Prf1,0,0,0,0,0,0,0,1.5465074023438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prl2a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prl2b1,4.84219825340343,0,0,1.20422622473962,0,0.741648252104422,0.573649763271763,0,0.483097257747285,0.480235212492773,0.447802625013797,1.02803067888774,0.59183661928717,0.79155333707296,0,0,0.900398261550332,0.520594879311136,0,1.20265243002374,0.973635779221578,1.31372918723794,0.861427970061596,0.980260347493853,0.965337653756709,2.55230824483905,1.53226897648315,1.54650018298692,2.77156992037459
Prl2c5,1.77083529463094,0,0,0,0,0,1.25220873872986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
