,Placenta_1,Placenta_3,Placenta_9,unassigned,Placenta_27,Placenta_6,Placenta_5,Placenta_19,Placenta_23,Placenta_15,Placenta_10,Placenta_11,Placenta_7,Placenta_22,Placenta_13,Placenta_25,Placenta_4,Placenta_2,Placenta_14,Placenta_16,Placenta_8,Placenta_26,Placenta_28,Placenta_12,Placenta_21,Placenta_17,Placenta_18,Placenta_24,Placenta_20
Prl3b1,5.9021133491954,1.21792243258099,1.66987855413885,1.93969821230507,1.51127934967956,1.60213497940035,1.28094105536215,1.70063699335199,0.975133191072402,0.720555426877223,1.02906176310823,1.4920431171634,1.60645028685768,1.4168407943988,1.42789972017845,1.17823587268884,1.94391277444063,0.998182555025917,0.969798706536526,2.49312981238949,1.93925647746532,2.46214493097812,1.65027314583888,1.54410826801835,1.92220668174264,4.13038328503379,2.95212751695217,2.40618332704776,3.6593786691507
Prl4a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prl6a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prl7a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prl7a2,3.31796631916567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12820023417184,0,0,0
Prl7d1,1.41460527712789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prl8a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prl8a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66842971616197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prl8a6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prl8a8,3.8020767270123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956620964045331,0,0,0,0,0,2.16935997176843,0,0,1.59954576345379
Prl8a9,4.6102713166249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18490879430245,0,0,0
Procr,0,0,0,0,0,0,0,0,0,0,0,0,1.21744293733846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psap,0,2.14735529962974,0.841385276196023,1.16026050390642,2.11672630302086,0,0,0,0,0.72852934372578,0,0,0.598161606552773,0,1.2798781017991,0,2.38207323874737,0,0,0,1.64751420623532,0,0,0,0,0,0.901317950507021,1.21553606398409,1.59025094948983
Psg-ps1,1.65304233279108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psg16,1.67595360501669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psg17,1.26157557990839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psg18,2.42849122852628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psg19,1.16895620873875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psg21,4.09676129694521,0,0,0.432311222307021,0,0,0,0,0,0,0,0,0,0,0,0,0.253966640250497,0,0,1.23983656994272,0,1.27144159154984,1.04925806863959,0,0,1.64314084688598,1.5859066853704,1.49865486039968,2.32408753827397
Psg23,2.60423136203688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psg25,0.552026396966594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psg26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psg27,3.13660681390136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0416301751198,0,0,0,1.2169000546882,0,0,1.6475707951378
Psg28,2.13184142025842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psmb8,0,0.55754701557957,0,0,0.632177285062296,0,0,0,0,0,0,0,0,0,0,0,1.38188384150336,0,0,0,1.22127575195825,0,0,0,0,0,0,0,0
Pth1r,0,0,0,0,0,1.01977854895941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptma,0,0.454047095932972,0,0,0.840802033069382,1.09111151871434,1.19957918927208,0,1.96344544281707,1.37939076900854,1.55525950645827,1.07655051189953,0,1.41754484534287,0,1.17823587268884,0,1.83129513463209,0.193403539244892,0,0,0.803510240430972,0,1.40286643713719,0,0,0,0,0
Ptn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptpn18,0,0,0,0,0.70664041303597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pycard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rac2,0,0,0,0,1.13039082173281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21268757802763,0,0,1.2830726133295,0
Ramp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55130842296056,0,0,0,0,0
Rarres2,1.61459873016024,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6764511708902,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54575647662029
Rbp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53018590931299,0,0,0,0,0,0,0,0,0,0
Rcn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rcn3,0,0,0,0,0,0,0,0,0,0,0,1.16329271536257,2.03296998863835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Retnla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Retnlg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48829329965108,0,0
Rgs1,0,0.122392675908332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23391094663112,0,0,0,0
Rgs10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78680841787258,0,0,0,0,0,0
Rgs2,0,0,0,0,0.840802033069382,0,0,0,0,0,0,0,0,0,0,0,1.21097166573396,0,0,0,0,0,0,0,0.722002887882889,0,0,0,0
Rhox5,0.759093500902826,0,0,0,0,1.03571447792179,1.43194086885958,0,0,1.46710018767501,1.41641540151637,0,0,0,0,0,0,1.67557232756747,1.43029064581297,0,0,0,0,0,0,1.30500026973073,0,0,0
Rhox6,0.879451592796115,0,0,0,0,0,1.19957918927208,0,0,2.26952963006137,2.43962049922884,0,0,0,0,0,0,2.86278790111957,0,0,0,0,0,0,0,1.56555545648146,0,0,0
Rhox9,1.40675598352367,0,0,0,0,0,1.57377211109438,0,0,2.52666180616432,2.8282747767301,0,0,0,0,0,0,3.19390631101191,0,0,0,0,0,0,0,1.79103698657838,0,0,0
Rnase4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl22l1,0,0,0,0,0.831396757510054,0,1.45812108223235,0,1.36520645896155,1.31230467763962,1.45391877877352,1.03448219656995,0,0.924796201109624,0,0.471644352035187,0,1.41856547735797,0,0,0,0,0,0,0,0,0,0,0
Rps4l,0,0,0,0,0,0,0.800171071693982,0,0,1.52501404046252,1.34085574572483,0,0,0,0,0,0,1.08023093289248,0,0,0,0,0,0,0,0,0,0,0
Rsad2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rtp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100a10,0,1.1655341945413,0,0,0.299301435426454,0,0,0,0,0,0,0,0.996297003705501,0.999146447347411,0.427616547574522,0.756950724934928,0,0,0.477409263764858,0,0,1.30814057522884,0.861427970061596,0.618931030286042,1.22031515436399,0,0,0,0
S100a11,0,0.969193159488092,0,0,0.971303527238142,0,1.23423857202061,1.2609029716842,0,1.04246246466579,0,1.28360692083474,1.11635351215245,1.69684301497706,1.27144159154984,2.34975505484826,0,0,0,0,0,0,0,0,0,0,1.18226063335727,0,0
S100a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924337669136398,0,0,0,0,0,0,0,0,0,0,0,0
S100a6,1.14104552188788,1.96153939523158,0,1.45252362029043,1.36508783110666,0,3.42904536361929,2.33021929658356,0,1.99903969833622,1.4990570254138,1.35194008309365,2.18441433598804,1.3270708830163,2.52307763214678,2.70398338353657,2.07301311554181,1.95638656781525,0,1.26506777272616,1.61167813429406,1.80987493860481,0,0,1.35432783653661,1.49053259103531,2.24904555946524,1.43736769227631,2.21050309032803
S100a8,0,0,0,0,0.580140156519572,0,0,0,0,0,0,0,0,0,1.76796545946162,0,0,0,0,1.09683034356421,0,0.803510240430972,0,0,0,0,4.73569192391123,0,1.66107381673912
S100a9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49973624593398,0,0.585355932444459
S100g,0,0,0,0,0,2.70030056641105,0,0,0,0,0,0,0,0,0,0.581868829507669,0,0,3.45626109763292,0,0,0,0,0,0,0,0,0,0
Samhd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41859882448385,0,0,0,0,0,0,0,0,0,0,0,0
Sat1,0,0,0,0,0.690579674013903,0,0,0,0,0,0,0,0,0,0,1.22465049473657,1.12242046840649,0,0,0,0,0,0,0,0,0,0,0,0
Scgb1a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sct,1.78827660822304,0,0,0,0,0,4.13973251138142,0,0,2.86697103058785,2.67687932701885,0,0,0,0,0.470285026325216,0,1.48098700009559,0,0,0,0,0,0,0,1.44655543701059,0,0,1.46609216180389
Selenop,0,0,2.07549904041309,0,0,0,0,0,0,0,0,0,0,0,1.0395698744464,0,0,0,1.62390971669861,0,0,0,0,0,0,0,0,0,0
Sell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb9e,0,0,0,0,0,0,1.27318942498767,0,0,1.30533321318437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb9g,0,0,0,0,0,0,1.15255002473533,0,0,1.43940974659033,0.725919024814936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serping1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45113151932277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinh1,1.05771355471159,0,0,0,0,2.69721686662843,0.645822563972822,0,0,0,0,2.32933056454805,2.77650300675294,1.67788928815109,0,0,0,0,0,0,0,0,0,1.04025569621774,0,0,0,0,0
Sgk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shisa5,0,0.28110419370077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29059296018266,0,0,0,0,0,1.56922245656361,0
Sin3b,0.37144608035311,0,0,0,0,0,2.05087772957757,0,0.441302739550328,3.07973658108169,2.71660607977304,0,0,0,0,0.471644352035187,0,2.40324669503104,0,0,0,0,0,0,0,1.02945160055684,0,0,0
Slc25a5,0,1.44421553878954,1.62322549015805,1.20609571724778,1.94967616201097,1.45569280461044,0.88236874575098,1.00073716647318,2.45594089106512,1.86709738130297,2.1175436976697,1.048641714579,1.01614576911702,1.27201539362934,0.622018246118171,0.824373813578768,1.54175299363392,1.72749279283981,1.69559880457025,0,1.42521928102052,1.28789636117201,0,1.44490264617447,1.22031515436399,0,0,0,0
Slc38a4,0.838399946508198,0,0,0,0,0,0,0,0,0,0.482108933947882,0,0,0,0,0,0,0.595091134871126,0,0,0,0,0,0,0,0,0,0,0
Slfn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slfn2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slfn4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slpi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smpdl3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sparc,1.63657969336753,0,0,1.1316867324012,0.686797078243417,4.6817435776227,2.13459639198371,0.223489372831474,0,0,0,3.80180726008499,5.80313417154605,3.666093885981,2.0053449163131,0.320072688349837,1.03604905903282,0.682039725204611,1.00420283939673,1.57088116614967,0.973635779221578,1.0416301751198,0.598602870852907,3.04657745377846,0.908512829972024,1.51679478976634,1.63477284602205,1.46093738498995,2.23822836044519
Spi1,0,0,0,0,0.82167613043175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spink1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98946321516076,0,0,0,0,0,0,0,0,0,0
Spp1,0,4.21613891548905,0,0,0,0,0,4.85778008505724,0,0,0,0,0,0,0,1.17115164802529,0,0,0,1.23983656994272,0,1.50917474030651,0,0,1.15340141332277,0,1.63477284602205,1.36642678819113,2.35373844887407
Spp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74108482032647,0,0,0,0,0,0,0,0,0,0
Srgn,0,1.74956550401592,0.663976654615206,1.32620561091764,1.71737054309237,2.24065197657895,0,2.45942961109148,0.854064555501221,0,0,0,2.44250263204601,0,3.47651186899867,0,2.18309180916574,0,0,0.894343667786355,1.59439591921965,1.99326506837422,1.60471596000338,0.786195121280386,3.64690680200858,0,3.09923042431422,1.59781967194302,1.65489648148824
Stat1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stfa1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tac2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taf7l,0.725250824271173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53792887228167,0,0,0
Tap1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tbrg1,0,0,0,0,0,0,1.27248967838703,0,0,1.46048857930676,1.14538585929019,0,0,0,0,0,0,1.13277938505478,0,0,0,0,0,0,0,0,0,0,0
Tceal9,0,0,0,0,0,1.34305153238919,0.645822563972822,0,0,0,0,1.42367788163723,1.64202682243449,0.980008672198531,0.859574889327566,0,0,0,1.33828466708527,0,0,0,0,1.31710690901162,0,0.47037133376005,0,0,0
Tff1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgfbi,0,0.615277738161222,0,0,0.65692876302243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thbs1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67177011454167,0,0,0,0,0,0
Themis2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tinagl1,0,0,0,0,0,0,0,0,0,0,0,0,1.66798699373602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920062016709642,0,0,0,0,0
Tmem14c,0,0,0,0,0,0,0.800171071693982,0,1.00997616205845,2.71743577974233,2.19693888739762,0,0,0,0,0,0,0.675483666747056,0.636794385931788,0,0,0,0.598602870852907,0,0,0,0,0,0
Tmem176b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63824691362451,0,0,0,0,0,0,0,0,0,0
Tmsb4x,1.21174121934735,4.23632490701695,5.18868664056434,3.79963667742975,5.00140167673087,2.41209297206939,2.90587149878947,5.05130724694173,3.21374398190758,1.72665897940191,1.87275144006094,3.62915704266306,4.37486090699596,4.29782394519898,2.76602316380391,4.30142930892584,4.66357076701203,3.13816056718447,2.3616415247754,2.71514047257307,4.84699782080657,4.64084897133749,5.53760650370858,1.61870722579461,4.8691592796987,1.68190318594675,4.15729374366977,3.94902597993967,3.59614222421038
Tnfrsf9,1.38753710937272,0,0,0,0,0,0.982997453631633,1.64938872630994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpbpa,7.05824375794065,1.70669931040088,2.14824130763787,2.61556388487854,1.80403077639074,2.31986714613798,4.44417708608945,2.29397429318174,1.69243548481959,1.20868217153768,1.38141247831415,2.13740112317416,2.1723401083367,1.96686687430227,1.92741613008342,1.33253937878382,2.57913617853457,1.48584917488587,1.52434202518099,3.19955977165552,2.7171011273004,2.87800222815155,1.91316718095731,2.38365075633799,2.71809775975589,5.8365055572211,3.58928073451571,3.29952125934295,4.54165671457429
Tpbpb,5.87541535259763,0.715940549349677,1.14494921880879,1.4469724965919,1.04029598268796,1.1441109000197,1.25085857962403,0.979753789624079,0.466654020607436,0.62160571731211,0.550533119772302,0.872412513791363,1.01975364912108,0.931766723528135,0.884814992544431,0,1.4048086310245,0.483240393345539,0,1.65637622296208,1.48390014739092,1.45113151932277,1.03751805557871,1.03820105614212,1.51424099052279,4.58185914130098,2.12745080724757,1.68323466495412,2.68186117780676
Tpm1,0,0,0,0,0,0,0.940186117387701,0,0,0,0,0.732303727413543,1.05065750394424,2.82645343050941,0,1.33253937878382,0,0,0,0,0,0,0.475909107459743,0,0,0,0,0,0
Trap1a,0,0,0,0,0,0,0.535316084117321,0,0,0,0,0,0,0,0,0,0,0.973486300457104,0.193403539244892,0,0,0,0,0,0,0,0,0,0
Trem2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7225045179848,0,0,0,0,0,0,0,0,0,0
Tsc22d1,0,0,0,0,0,0,0,0,0,1.27280377606392,0.768001560531313,0,1.11874549149719,0,1.03751805557871,0,0,0,0,0,0,0,2.78921513538166,0.932465361677875,0,0,0,0,0
Tspo,0,1.23302728674765,0,0,1.34266344999321,0,0,0.194414545461616,0,0,0,0,0,0,0,0.800703424767597,1.22513745440896,0,0,0,0,0,0,0,0,0,0,0,0
Ttr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33739317557957,0,0,0,0,0,0,0,0,0,0
Tuba1b,0,0,0.757663779254355,0,0.66114594005518,0,0.666847603645543,0,1.12598644274703,0.745215802616995,0.8273635228879,0.816812252673667,0,0.379010281970902,0,0,0,1.08122194567891,0,0,0,0,0,1.25085857962403,0,0,0,0,0
Txndc12,0,0,0,0,0,1.1676929676572,0,0,0,0,0,0,1.55050477837322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrobp,0,2.20048966574177,2.04401435672903,1.54650018298692,2.27416247341025,0,0,1.60562438242446,0,0,0,0,0,0,0,0,2.62213706930835,0,0,1.19914842451045,2.061494526392,1.60298575092896,0,0,2.42909305049531,0,2.87108653649785,1.43736769227631,2.17973837674147
Ube2l6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ucp2,0,1.03922837617993,0.779962221674461,0,1.22412597959087,0,0,0.95222230438903,0,0,0,0,0,0,0,0,1.49308946375769,0,0,0,1.27775781915439,1.0416301751198,0,0,0,0,0,0,0
Unc93b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vim,0,1.47161392019793,0,0,1.37684630599291,0,0,0,0,0,0,0.958062507190691,0,1.03758410050384,0,0,0,0,0,0,0.718144344148335,0,0,0.980260347493853,0,0,0,0,0
Wfdc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc17,0,1.12175521140123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956712080316899,0,0,0,0,0,0,0,0,0,0.901317950507021,0,0
Zbp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp36,0,0,1.17126056863184,0,0.550759919803678,0,0,0,0,0,0,0,0,0,0,0,1.32853966959884,0,0,0,1.30040122640395,0,0,0,1.55939532966214,0,1.40028625497321,0,0
Zyx,0,0,0,0,0,0,0.536905497476869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08624983607752,0,0,0,0,0,0
